% Model,AuNP-7-30nm-inc-Mas-Air.mph
% Version,COMSOL 6.2.0.339
% Date,"Sep 11 2024, 13:15"
% Table,Table 1 - Global Evaluation 1
% wlength (nm),lambda0 (nm),Q_abs (1),Q_sca (1)
450,450,0.2586688583738929,6.428643331466093E-4
460,460,0.2583570789131268,5.95385640313092E-4
470,470,0.2593820909224026,5.604552538140233E-4
480,480,0.2675374485455838,5.380630550542117E-4
490,490,0.2871356497909903,5.645328919486405E-4
500,500,0.3214073299824503,6.342233064730113E-4
509.99999999999994,509.99999999999994,0.36569045529362265,8.093521698166111E-4
519.9999999999999,519.9999999999999,0.3926303868336166,0.0010423732374675657
520.25,520.25,0.392702963891791,0.0010167156697928428
520.5,520.5,0.3927539549505158,0.0010400001011809077
520.75,520.75,0.39278947577907797,0.001019894312719145
521,521,0.3928958569950644,0.001067058585519173
521.2499999999999,521.2499999999999,0.3928004761226438,0.0010420422322289914
521.4999999999999,521.4999999999999,0.39278063503431665,0.001045653137879882
521.75,521.75,0.3927671291460735,0.0010480354626073417
522,522,0.39269098687990467,0.0010393920951131334
522.25,522.25,0.3926004394843148,0.0010429923038213769
522.5,522.5,0.39249679495693823,0.001095848385411989
522.7499999999999,522.7499999999999,0.39237969377063386,0.001049368176224
523,523,0.3922037003293736,0.001042809841866625
523.25,523.25,0.39190492015488054,0.001065099959317635
523.5,523.5,0.3912422259980943,0.0010882442311632005
523.75,523.75,0.39090985360506286,0.0010739104068062514
523.9999999999999,523.9999999999999,0.3902320233539845,0.0010984558222774804
524.2499999999999,524.2499999999999,0.38969079790657657,0.0010990612609529395
524.5,524.5,0.3891262369164275,0.0010724573234809566
524.75,524.75,0.388552001890292,0.001083251204842677
525,525,0.3879727707993779,0.0010903532156645787
525.25,525.25,0.38734347270556735,0.0010830512319265815
525.4999999999999,525.4999999999999,0.38668202021549086,0.001069482593228482
525.75,525.75,0.3860119705436214,0.0011018649674799923
526,526,0.38535581967989585,0.001086622537310269
526.25,526.25,0.38466266848861824,0.0011265190977165973
526.5,526.5,0.3839153199470992,0.0011393484211877007
526.75,526.75,0.38317387321638224,0.0011186714316902245
526.9999999999999,526.9999999999999,0.38241054084644294,0.0010939869912559921
527.25,527.25,0.3816128018805814,0.0011294472638902345
527.5,527.5,0.3808112983320736,0.0011400625420385012
527.75,527.75,0.379985474805534,0.001108080545300183
528,528,0.37913479292054403,0.0011187092323460509
528.2499999999999,528.2499999999999,0.37811323053193896,0.0011467609339567777
528.4999999999999,528.4999999999999,0.3770446232212636,0.0011217988954979898
528.75,528.75,0.3759537146921739,0.001083209029795485
529,529,0.37481943225662084,0.0011042822434446423
529.25,529.25,0.3737760889981989,0.0011246910629708609
529.5,529.5,0.3726039711098062,0.0011439174577965593
529.7499999999999,529.7499999999999,0.3714830573992561,0.001177956013663487
530,530,0.37029960645542126,0.0011323254564134643
530.25,530.25,0.3691217260730712,0.0011129485450787218
530.5,530.5,0.36795008084651837,0.0011351493520223483
530.75,530.75,0.3668517261446818,0.001102917644731093
531,531,0.36551507832163976,0.0011129974782747723
531.2499999999999,531.2499999999999,0.3643297786309472,0.0011118076783940838
531.5,531.5,0.3630742931885561,0.0011034317491665263
531.75,531.75,0.3618302951951174,0.0011086960465427668
532,532,0.360493717562202,0.0011240972697639311
532.25,532.25,0.3592623511547995,0.001106257798103794
