% Model,AuNP-7-30nm-inc-Mas-BK7.mph
% Version,COMSOL 6.2.0.339
% Date,"Sep 11 2024, 13:23"
% Dimension,3
% Nodes,33519
% Expressions,1
% Description,Multislice
% X,Y,Z,sqrt(abs(ewfd.relEx)^2+abs(ewfd.relEy)^2+abs(ewfd.relEz)^2)
9.92616735063633E-15,-252.959375,-178.85,8.608839246231466E-6
9.92616735063633E-15,-244.725,-178.85,1.4306477648246256E-5
3.8877488789992294E-14,-187.08437499999997,-252.95937499999994,1.6505944324465624E-5
3.8050308177439267E-14,-178.84999999999997,-252.95937499999988,1.964843767603397E-5
-1.0753347963189358E-14,-187.08437499999997,-244.72499999999988,2.4536644525196598E-5
-1.1580528575742386E-14,-178.84999999999997,-244.72499999999988,2.9701298596442604E-5
-1.4889251025954495E-14,-203.55312499999997,-236.49062499999994,2.3048007193171165E-5
-1.3234889800848441E-14,-195.31874999999994,-236.49062499999994,2.9896118108224938E-5
-2.067951531382569E-14,-203.55312499999997,-228.25625,3.215416285485268E-5
-1.654361225106055E-14,-195.31874999999997,-228.25624999999997,4.221227964947038E-5
-2.1093105620102203E-14,-236.49062499999994,-203.55312499999994,1.6033617391525213E-5
-2.1506695926378716E-14,-228.25624999999997,-203.55312499999994,2.45433329397051E-5
-2.977850205190899E-14,-236.490625,-195.31875,1.9782368012120812E-5
-3.1432863277015045E-14,-228.25625,-195.31874999999997,3.0955941820600544E-5
-1.985233470127266E-14,-220.02187499999997,-220.02187499999997,2.296435325586189E-5
-1.7370792863613578E-14,-211.78749999999997,-220.02187499999997,3.2255217774756624E-5
-1.0753347963189358E-14,-220.02187499999997,-211.78749999999994,3.0225160881913914E-5
-9.92616735063633E-15,-211.78749999999994,-211.78749999999994,4.3056543636298497E-5
-5.0871607672011196E-14,-236.49062499999997,-187.084375,2.190512822936706E-5
-9.264422860593909E-14,-228.25625,-187.08437499999997,3.526258279259284E-5
-7.19647132921134E-14,-236.490625,-178.85,2.5680901067868325E-5
-1.5385559393486312E-13,-228.25624999999997,-178.85,4.213133997333674E-5
-1.2407709188295414E-14,-187.08437499999997,-236.4906249999999,3.809567058323334E-5
-1.1580528575742386E-14,-178.84999999999997,-236.49062499999994,4.687540059406027E-5
-1.4062070413401469E-14,-187.08437499999997,-228.25625,5.5201987491834304E-5
-1.1580528575742386E-14,-178.85,-228.25625,6.903938197607364E-5
-1.5716431638507523E-14,-203.55312499999994,-220.02187499999997,4.6148398735266504E-5
-1.4062070413401469E-14,-195.31874999999997,-220.02187499999994,6.209653941762917E-5
-1.0753347963189358E-14,-203.55312499999994,-211.78749999999994,6.2686478815974E-5
-1.1580528575742386E-14,-195.31874999999994,-211.78749999999994,8.525280234769714E-5
-2.1093105620102203E-14,-220.02187499999997,-203.55312499999994,3.854273048310433E-5
-2.067951531382569E-14,-211.78749999999997,-203.55312499999994,5.6830195515930224E-5
-3.1432863277015045E-14,-220.02187499999997,-195.31874999999997,4.965542310763402E-5
-3.1432863277015045E-14,-211.78749999999997,-195.31874999999997,7.466010809384599E-5
-7.568702604860202E-14,-220.02187499999997,-187.08437499999997,5.92622993112863E-5
-5.872982349126495E-14,-211.7875,-187.08437499999997,9.236025436492196E-5
-1.19941188820189E-13,-220.02187499999997,-178.85,7.361473836285925E-5
-8.602678370551487E-14,-211.78749999999997,-178.85,1.1688014472567104E-4
-1.2821299494571927E-14,-187.08437499999997,-220.02187499999997,8.398726299328826E-5
-1.1580528575742386E-14,-178.84999999999997,-220.02187499999997,1.0740304386292337E-4
-1.1580528575742386E-14,-187.08437499999997,-211.78749999999994,1.179015205212422E-4
-1.1580528575742386E-14,-178.84999999999997,-211.78749999999994,1.5289226460998276E-4
-2.2333876538931744E-14,-203.55312499999994,-203.55312499999994,8.576241715179357E-5
-2.39882377640378E-14,-195.31874999999994,-203.55312499999994,1.204773118174007E-4
-3.391440511467413E-14,-203.55312499999997,-195.31874999999997,1.1445771434722884E-4
-3.639594695233321E-14,-195.31874999999997,-195.31874999999997,1.6315058091808868E-4
-4.7562885221799085E-14,-203.55312499999994,-187.08437499999997,1.481411674922098E-4
-3.639594695233321E-14,-195.31874999999997,-187.08437499999997,2.1925513312639816E-4
-6.121136532892404E-14,-203.55312499999997,-178.85,1.9361612777165206E-4
-3.639594695233321E-14,-195.31874999999994,-178.85,2.9099210177885857E-4
-2.522900868286734E-14,-187.08437499999997,-203.55312499999994,1.7257306043360083E-4
-2.6469779601696882E-14,-178.84999999999997,-203.55312499999997,2.3023041863838518E-4
-3.8877488789992294E-14,-187.08437499999997,-195.31875,2.3607483649055002E-4
-4.135903062765138E-14,-178.84999999999997,-195.31875,3.192745515331278E-4
-3.267363419584459E-14,-187.08437499999997,-187.084375,3.294611212972399E-4
-2.895132143935596E-14,-178.84999999999997,-187.084375,4.56983264925208E-4
-2.6469779601696882E-14,-187.08437499999997,-178.85,4.467257680254616E-4
-1.654361225106055E-14,-178.84999999999997,-178.85000000000002,6.245518934505092E-4
-1.1368683772161602E-13,-310.59999999999997,-135.384184984059,1.2387614353999203E-7
-8.881784197001252E-16,-306.4828124999999,-157.1170924920295,2.2376436148738896E-7
8.881784197001252E-16,-310.59999999999997,-157.1170924920295,1.8863431695433275E-7
-1.1368683772161602E-13,-302.36562499999997,-135.384184984059,2.1725383809536105E-7
-8.881784197001252E-16,-302.36562499999997,-157.1170924920295,2.589173661193342E-7
0,-310.59999999999997,-178.85,2.7423453826801704E-7
-8.881784197001252E-16,-298.2484374999999,-157.1170924920295,3.519169290232596E-7
-1.1368683772161602E-13,-294.13124999999997,-135.384184984059,3.774093891519179E-7
-1.7763568394002505E-15,-294.13124999999997,-157.1170924920295,4.428056397270157E-7
-4.466775307786349E-14,-294.13124999999997,-178.85,5.026420688364575E-7
8.881784197001252E-16,-290.0140624999999,-157.1170924920295,6.25252941539052E-7
-1.1368683772161602E-13,-285.89687499999997,-135.384184984059,6.928638909113876E-7
0,-285.89687499999997,-157.1170924920295,8.097964672691615E-7
-4.053185001509835E-14,-285.89687499999997,-178.84999999999997,9.374933594075829E-7
0,-281.77968749999997,-157.11709249202949,1.0739457363184167E-6
-1.1368683772161602E-13,-277.6625,-135.384184984059,1.1327112472972063E-6
0,-277.6625,-157.11709249202949,1.3372707633320526E-6
-3.639594695233321E-14,-277.66249999999997,-178.84999999999997,1.5539144859728449E-6
0,-310.5999999999999,-90.58462930799953,1.1468627487959751E-7
0,-310.30249945341126,-90.58462930799953,1.1802320007094397E-7
0,-310.5999999999999,-92.14675855235862,1.1360908565904792E-7
0,-310.02574617973744,-92.14675855235862,1.2002467559045174E-7
0,-302.3656249999999,-92.14675855235863,2.0567282815138411E-7
0,-302.3656249999999,-90.58462930799955,2.060761486087068E-7
-8.881784197001252E-16,-310.5999999999999,-112.98440714602927,1.1093095982630988E-7
-8.881784197001252E-16,-306.33406222670556,-112.98440714602927,1.5859021164257657E-7
-8.881784197001252E-16,-302.3656249999999,-112.98440714602927,2.0295030387531762E-7
0,-302.0681244534112,-90.58462930799955,2.106639373404942E-7
1.1102230246251565E-16,-301.79137117973744,-92.14675855235863,2.154319685485683E-7
1.1102230246251565E-16,-294.1312499999999,-92.14675855235862,3.3197165790237554E-7
0,-294.1312499999999,-90.58462930799953,3.311726309612915E-7
0,-298.09968722670556,-112.98440714602927,2.754476633812624E-7
-8.881784197001252E-16,-294.1312499999999,-112.98440714602927,3.4653778955025807E-7
-8.881784197001252E-16,-310.5999999999999,-67.57395384943696,1.29700312205055E-7
-8.881784197001252E-16,-306.19461005989945,-67.57395384943696,1.7846655838302252E-7
-1.1102230246251565E-16,-310.00633960785785,-88.92566592387102,1.2303657074222402E-7
-1.1102230246251565E-16,-310.5999999999999,-88.92566592387102,1.1646494161904883E-7
-1.1102230246251565E-16,-302.3656249999999,-88.92566592387102,2.071400120568279E-7
-8.881784197001252E-16,-302.3656249999999,-67.57395384943696,2.2090512426803977E-7
-1.1102230246251565E-16,-310.040928746593,-46.12558362598426,1.4512811981584925E-7
-1.1102230246251565E-16,-310.5999999999999,-46.12558362598426,1.3894406084038195E-7
-1.1102230246251565E-16,-302.3656249999999,-46.12558362598426,2.3246190932218862E-7
0,-297.9602350598995,-67.57395384943696,2.868130043769982E-7
-1.1102230246251565E-16,-301.7719646078579,-88.92566592387102,2.160216090284327E-7
