"Pol","ang","mu","Best RefIndex","Error"
"p Pol",64.9,5.78,1.764220467116305,19.746949620154382
"p Pol",64.9,7.3,1.3446962098286843,0.402625972129127
"p Pol",72.9,5.78,1.2968200208557739,4.708486033377396e-7
"p Pol",72.9,7.3,1.295033164414913,6.059005513270175e-7
