% Model,AuDimmer-7-30nm-08nm.mph
% Version,COMSOL 6.2.0.339
% Date,"Sep 16 2024, 15:13"
% Table,Table 2 - Global Evaluation 1
% wlength (nm),lambda0 (nm),C_abs (nm^2),C_sca (nm^2)
450,450,129.86673519881623,0.6596116717916458
460,460,129.0006717112782,0.6091211851239637
470,470,128.6223650179003,0.5595913987375782
480,480,131.78302616521702,0.5383577239577487
490,490,140.9500228180392,0.556049913615375
500,500,159.03847631875868,0.6428917229164437
509.99999999999994,509.99999999999994,187.70348950257048,0.8530626999412507
519.9999999999999,519.9999999999999,218.74388999278506,1.1617768297608797
520.25,520.25,219.35130116757543,1.1698841475769624
520.5,520.5,219.95494957115582,1.176087524913355
520.75,520.75,220.55736461417385,1.1900318592141323
521,521,221.1541309925642,1.1865133409449082
521.2499999999999,521.2499999999999,221.74253633376554,1.2074413370136332
521.4999999999999,521.4999999999999,222.33410849752204,1.2144212224858704
521.75,521.75,222.93725508603396,1.2222298706107315
522,522,223.50396524551377,1.2347709379565408
522.25,522.25,224.06793650827203,1.2322390187647474
522.5,522.5,224.64209397946314,1.2431909224053928
522.7499999999999,522.7499999999999,225.18405537013504,1.2434448848290396
523,523,225.74882515593507,1.2602238658946217
523.25,523.25,226.07966908597493,1.2599183360799329
523.5,523.5,226.40652063467337,1.2683716453901246
523.75,523.75,226.71620800243076,1.273813963667648
523.9999999999999,523.9999999999999,227.04096888934438,1.2891649889480323
524.2499999999999,524.2499999999999,227.32236547516968,1.2847048085357542
524.5,524.5,227.62089345299702,1.2904979610984681
524.75,524.75,227.9036928080986,1.3060341222084564
525,525,228.17255433331252,1.3198989330312991
525.25,525.25,228.43410964373732,1.3167453508790012
525.4999999999999,525.4999999999999,228.68503556794835,1.3269588536865045
525.75,525.75,228.93117559929388,1.3275405281931927
526,526,229.15920480939008,1.3364504056648348
526.25,526.25,229.38133737920657,1.3422630107042384
526.5,526.5,229.59590966359386,1.3403949567405031
526.75,526.75,229.77938944682737,1.364494219488415
526.9999999999999,526.9999999999999,229.9666087371543,1.3714790808877622
527.25,527.25,230.1850543524338,1.3732607700605113
527.5,527.5,230.31406083055745,1.3750411052168834
527.75,527.75,230.51035916993263,1.3811712889459447
528,528,230.61854801991004,1.3875928900531824
528.2499999999999,528.2499999999999,230.57460932937042,1.3857939522688676
528.4999999999999,528.4999999999999,230.5320448207377,1.4030463820015493
528.75,528.75,230.45924296528773,1.395466144427198
529,529,230.3803885822458,1.3928133566818544
529.25,529.25,230.33520377955188,1.4130483973232368
529.5,529.5,230.19324377383688,1.4094432808910455
529.7499999999999,529.7499999999999,230.0777745069335,1.4192255563545055
530,530,229.9551325604963,1.4272686102536463
530.25,530.25,229.82328404845333,1.4366176841457363
530.5,530.5,229.66061481435526,1.4300271603728023
530.75,530.75,229.5132988601928,1.4363766327125662
531,531,229.33278872153437,1.4297326246870699
531.2499999999999,531.2499999999999,229.13804873970963,1.4387941373288553
531.5,531.5,228.93618959661825,1.4398467643707538
531.75,531.75,228.73624942565814,1.4484798040764664
532,532,228.50768602570852,1.4526738258134684
532.25,532.25,228.28667032513138,1.4417433063642273
532.4999999999999,532.4999999999999,228.00770919535577,1.4612619199126309
532.7499999999999,532.7499999999999,227.73938131733468,1.4576604459195697
533,533,227.46677537183993,1.4612339837362653
533.25,533.25,227.07492933164207,1.4700912968215976
533.5,533.5,226.66939291289037,1.458612065215672
533.75,533.75,226.24377571855342,1.469900500328678
533.9999999999999,533.9999999999999,225.81974885713856,1.4710382772681678
534.25,534.25,225.39544798002007,1.4787472096267396
534.5,534.5,224.9185920866321,1.4848391776904626
534.75,534.75,224.48433944810452,1.4651932947869413
535,535,223.98256768067685,1.4725901189902884
535.25,535.25,223.50245426943192,1.480029122867508
535.4999999999999,535.4999999999999,223.01352007412717,1.471563044603919
535.75,535.75,222.50321500954513,1.4726322459530792
536,536,221.9868663511513,1.4781179966112146
536.25,536.25,221.4460938816226,1.4743848689810766
536.5,536.5,220.92970260497776,1.4892963007968658
536.7499999999999,536.7499999999999,220.35447230130978,1.4769200833310454
536.9999999999999,536.9999999999999,219.80395891733542,1.4713175975184039
537.25,537.25,219.22333536712827,1.4771609577063367
537.5,537.5,218.64808859301493,1.477931080011345
537.75,537.75,218.05884050608398,1.4859534134360102
538,538,217.4525572706984,1.4824081922867078
538.2499999999999,538.2499999999999,216.7982349286369,1.4904891052012448
538.5,538.5,216.11592177448168,1.4706239134750934
538.75,538.75,215.43241899520163,1.470601783902403
539,539,214.76248591815303,1.4763855452434549
539.25,539.25,214.04005498958713,1.4739760542073856
539.5,539.5,213.3524706471534,1.4838716316875593
539.7499999999999,539.7499999999999,212.63563501920947,1.4769515066971028
540,540,211.92378658770158,1.4804862280297597
550,550,178.64180484288116,1.378545102425857
560,560,143.44707386873645,1.2273425219984446
570,570,111.48659882322384,1.0593894004742233
580,580,85.03628552401379,0.8979383942173444
590,590,64.73214433985072,0.756826118204511
600,600,49.93795220431996,0.6355614746141015
610,610,39.286229559038915,0.5399944175017062
619.9999999999999,619.9999999999999,31.513527864143704,0.46364488078173094
629.9999999999999,629.9999999999999,25.69890517553434,0.4050489210372844
639.9999999999999,639.9999999999999,21.275801779149543,0.3555973741188999
650,650,17.896908082850324,0.31577486064674964
660,660,15.329511873446647,0.2814130165927698
670,670,13.390623805570469,0.25304803451420105
680,680,11.904584468397074,0.22841773616611155
690,690,10.732997046190137,0.20650680271520702
700,700,9.774907281217205,0.18813587116563904
