NaCl [1/100],n [RIU]
0,1.3327800000000001
0.0050000000000000001,1.33386
0.01,1.33426
0.014999999999999999,1.3353200000000001
0.02,1.33616
0.025000000000000001,1.33724
0.029999999999999999,1.33812
0.035000000000000003,1.33874
0.040000000000000001,1.3397399999999999
0.059999999999999998,1.3430800000000001
0.080000000000000002,1.3458399999999999
0.10000000000000001,1.34876
