% Model,Supported-Internal-p075.mph
% Version,COMSOL 5.6.0.401
% Date,"Aug 30 2023, 13:47"
% Table,Table 1 - Global Evaluation 1
% wlength (nm),lambda0 (nm),Q_abs (1),Q_sca (1)
450,450,0.20729356323113016,8.58749274553827E-5
460,460,0.2051413171406157,7.765614814286423E-5
470,470,0.20377974655209444,7.186950568473013E-5
480,480,0.20751533960843363,7.122452691468075E-5
490,490,0.2194450493994119,7.325216799119799E-5
500,500,0.24224033130129305,7.356396053443893E-5
509.99999999999994,509.99999999999994,0.2752639072444608,8.843619068921474E-5
519.9999999999999,519.9999999999999,0.3049108331215118,1.0376812138570087E-4
520.25,520.25,0.3054653820401283,1.1088302952523827E-4
520.5,520.5,0.3059075415773343,1.1545304288426791E-4
520.75,520.75,0.3063598415940809,1.1642005586743995E-4
521,521,0.30679255579259546,1.1168774874189307E-4
521.2499999999999,521.2499999999999,0.3072382141605021,1.0660121834660305E-4
521.4999999999999,521.4999999999999,0.3075461833567152,1.1443145294620943E-4
521.75,521.75,0.30799369719181424,1.1235193342340115E-4
522,522,0.3083087502062767,1.1534390328636106E-4
522.25,522.25,0.30868928273941376,1.1225968552823692E-4
522.5,522.5,0.308978762088633,1.1445214362579399E-4
522.7499999999999,522.7499999999999,0.3092891477815841,1.116294531299019E-4
523,523,0.3095932919506395,1.1756678603693901E-4
523.25,523.25,0.30990069961861194,1.170681542304315E-4
523.5,523.5,0.31001795778018754,1.0495048625558127E-4
523.75,523.75,0.3103055698301675,1.1840797167487376E-4
523.9999999999999,523.9999999999999,0.310452220550846,1.1366596095462949E-4
524.2499999999999,524.2499999999999,0.3106210112494437,1.1894120252030723E-4
524.5,524.5,0.31079582613712237,1.1263789005836638E-4
524.75,524.75,0.3109002534396813,1.1425750918755379E-4
525,525,0.3110372714406519,1.1638976221945334E-4
525.25,525.25,0.311089978401874,1.0133401731970141E-4
525.4999999999999,525.4999999999999,0.3110996476097179,1.210149738848685E-4
525.75,525.75,0.3111334809009051,1.1978964869474105E-4
526,526,0.3112665490861992,1.2996155230478974E-4
526.25,526.25,0.3111813412193872,1.1037004397816211E-4
526.5,526.5,0.31121943007085423,1.2159882203975216E-4
526.75,526.75,0.3111632247922819,1.2199196966212401E-4
526.9999999999999,526.9999999999999,0.3111832721103127,1.1848702775335192E-4
527.25,527.25,0.3111263366013993,1.1809701573072242E-4
527.5,527.5,0.3109869212084065,1.2117320860276542E-4
527.75,527.75,0.3108962646582876,1.1761179061157524E-4
528,528,0.31079357650357076,1.1465473333924662E-4
528.2499999999999,528.2499999999999,0.3105879521157842,1.2035137338842577E-4
528.4999999999999,528.4999999999999,0.3103099247055949,1.2849966368712584E-4
528.75,528.75,0.3102455239981885,1.1742691660397456E-4
529,529,0.30998030305710905,1.1044424959303514E-4
529.25,529.25,0.30982333719880334,1.1508495614269598E-4
529.5,529.5,0.3094767662294567,1.155864078362027E-4
529.7499999999999,529.7499999999999,0.3092743511711487,1.273855322731952E-4
530,530,0.30898971526976654,1.1848832458727255E-4
530.25,530.25,0.30870582056799856,1.1933219122397378E-4
530.5,530.5,0.3083805299410204,1.175343356070166E-4
530.75,530.75,0.3081279101877566,1.2143635043260877E-4
531,531,0.30765899807670594,1.2053369442637624E-4
531.2499999999999,531.2499999999999,0.307281893957887,1.2338878826765036E-4
531.5,531.5,0.306964480431353,1.2081580698806276E-4
531.75,531.75,0.3065043688181553,1.2067781165520641E-4
532,532,0.3060881245420144,1.1385873885140704E-4
532.25,532.25,0.3057468136095552,1.114681322845951E-4
532.4999999999999,532.4999999999999,0.3052423442280804,1.1312684781840916E-4
532.7499999999999,532.7499999999999,0.30474511067403043,1.1924529432141133E-4
533,533,0.30432135967409163,1.2241059881969824E-4
533.25,533.25,0.3037740256390257,1.2116063114012345E-4
533.5,533.5,0.30333006181857053,1.0776374547435577E-4
533.75,533.75,0.3027756458406335,1.247244251977832E-4
533.9999999999999,533.9999999999999,0.3022375650546921,1.1971068256343999E-4
534.25,534.25,0.3017198784992829,1.1169660496474256E-4
534.5,534.5,0.30114269939233707,1.220974414601074E-4
534.75,534.75,0.30080152825382234,1.2575281903018018E-4
535,535,0.29995424492551703,1.1488526309405705E-4
535.25,535.25,0.2994347081490391,1.1851862312702996E-4
535.4999999999999,535.4999999999999,0.29874615741115584,1.1376083666916218E-4
535.75,535.75,0.2981637523146041,1.2481963272560663E-4
536,536,0.29748719656418127,1.2158908105016441E-4
536.25,536.25,0.2969052810182994,1.2397020895112362E-4
536.5,536.5,0.29624860155352767,1.232369079851847E-4
536.7499999999999,536.7499999999999,0.29559076583269195,1.1498547059675625E-4
536.9999999999999,536.9999999999999,0.2949296722872285,1.12853182641663E-4
537.25,537.25,0.29418672987036515,1.253684960009614E-4
537.5,537.5,0.29339902900119996,1.2264517184827216E-4
537.75,537.75,0.2928151399312048,1.0767283534854425E-4
538,538,0.2920416362762379,1.2445742657657194E-4
538.2499999999999,538.2499999999999,0.2913739403848603,1.2175631760779757E-4
538.5,538.5,0.2906352441181139,1.1819110440110557E-4
538.75,538.75,0.28990642846478065,1.1329435981851572E-4
539,539,0.2892967892425833,1.2003056387760261E-4
539.25,539.25,0.28841130911197954,1.173928047833749E-4
539.5,539.5,0.2875644089333846,1.1765217787585377E-4
539.7499999999999,539.7499999999999,0.28679816274254905,1.1842088759876662E-4
540,540,0.28597931133579024,1.276249926050376E-4
550,550,0.25103633867705544,9.992472299779301E-5
560,560,0.2146156608250195,7.93379271379171E-5
570,570,0.17968720806919516,6.983798974616388E-5
580,580,0.1480853881822646,5.525324764375786E-5
590,590,0.12101651538935944,4.567645087266575E-5
600,600,0.09918757331101506,2.8596233839033744E-5
610,610,0.08216406036850837,2.1457581576773734E-5
619.9999999999999,619.9999999999999,0.0689606626590138,1.3827103097304092E-5
629.9999999999999,629.9999999999999,0.0586674798967121,6.063987663101731E-6
639.9999999999999,639.9999999999999,0.050518965395043886,-3.820223597833661E-6
650,650,0.04400041395836574,-5.337561768283057E-6
660,660,0.03879280811888629,-3.4534658090567076E-6
670,670,0.034628899313550905,-1.1633462981154096E-5
680,680,0.03127252555587542,-1.6649317543772025E-5
690,690,0.028484142436036666,-1.6349902044011557E-5
700,700,0.026133242968476376,-1.492069564195024E-5
