% Model,Supported-Internal-m075.mph
% Version,COMSOL 5.6.0.401
% Date,"Aug 30 2023, 13:30"
% Table,Table 1 - Global Evaluation 1
% wlength (nm),lambda0 (nm),Q_abs (1),Q_sca (1)
531.5,531.5,0.4494802595345386,1.2469814640267928E-4
531.75,531.75,0.44951881511795694,1.1512827420878845E-4
532,532,0.44961725973174893,1.1291814653581958E-4
532.25,532.25,0.44948354938760354,1.282619462707108E-4
532.4999999999999,532.4999999999999,0.44942337934341997,1.30945699890491E-4
532.7499999999999,532.7499999999999,0.4493864254160431,1.1918196657704821E-4
533,533,0.4493753071120989,1.185989180478948E-4
533.25,533.25,0.4492680753103699,1.252314525271624E-4
533.5,533.5,0.4490374037154891,1.4513017093167971E-4
533.75,533.75,0.44890943578316583,1.1788122746814617E-4
533.9999999999999,533.9999999999999,0.4488007743246865,1.379260041086734E-4
534.25,534.25,0.44858530502574206,1.1712803128986517E-4
534.5,534.5,0.44838084815339296,1.1715417853615146E-4
534.75,534.75,0.44803120658975043,1.2792567653942372E-4
535,535,0.44784261836146966,1.3066047389887045E-4
535.25,535.25,0.44742711486438125,1.424940027622959E-4
535.4999999999999,535.4999999999999,0.44709619087810315,1.3142285523541018E-4
535.75,535.75,0.44682537376441717,1.3471670136101793E-4
536,536,0.44651445698110326,1.1792802719600696E-4
536.25,536.25,0.44616372411039057,1.44277334938444E-4
536.5,536.5,0.44554891196312874,1.2434403208864817E-4
536.7499999999999,536.7499999999999,0.4452092779270863,1.4358904180620616E-4
536.9999999999999,536.9999999999999,0.44477757849973226,1.32631286012477E-4
537.25,537.25,0.4443611748809997,1.44450069508758E-4
537.5,537.5,0.443823604299647,1.2004574770563462E-4
537.75,537.75,0.44326881202043195,1.1865952760977453E-4
538,538,0.4427740634467672,1.462162216883691E-4
538.2499999999999,538.2499999999999,0.4422777538895983,1.297547326638731E-4
538.5,538.5,0.4416449330614383,1.431738821620987E-4
538.75,538.75,0.44114291496837493,1.1496397696304813E-4
539,539,0.4406526495689635,1.3949478821587459E-4
539.25,539.25,0.4398230040239523,1.459119808700664E-4
539.5,539.5,0.43924980694481336,1.4770968869013293E-4
539.7499999999999,539.7499999999999,0.4385911965868483,1.3048141092118716E-4
540,540,0.4378958358127362,1.4086115462890196E-4
550,550,0.40034209670309795,1.455329602799992E-4
560,560,0.352431737653925,1.4679316714377196E-4
570,570,0.3007456056549749,1.4337312778805222E-4
580,580,0.24976048295542963,1.394431543994512E-4
590,590,0.2041166111060358,1.4044905297481313E-4
600,600,0.16635554947861383,1.1871778074238739E-4
610,610,0.13676432885693035,1.1878079052093643E-4
619.9999999999999,619.9999999999999,0.11383122953172943,1.0654699120183557E-4
629.9999999999999,629.9999999999999,0.09604048257678566,1.0032796206743656E-4
639.9999999999999,639.9999999999999,0.08206848785959298,8.598297965132179E-5
650,650,0.07100597412871962,8.636505951751103E-5
660,660,0.062191541448178476,7.964556318824315E-5
670,670,0.05517663030992854,7.674449400088287E-5
680,680,0.04949350045400226,7.207416819806786E-5
690,690,0.04487255823736299,6.980273136268723E-5
700,700,0.0409373221422339,6.690833102160842E-5
