Wavelength  [nm],3nm Extinction [a.u.],5nm Extinction [a.u.],7nm Extinction [a.u.],9nm Extinction [a.u.],11nm Extinction [a.u.],13nm Extinction [a.u.],15nm Extinction [a.u.],17nm Extinction [a.u.]
406.27452,0.0095899999999999996,0.072969999999999993,0.14337,0.18318999999999999,0.20998,0.19253999999999999,0.24535999999999999,0.23685
406.53775999999999,0.01089,0.071300000000000002,0.14507999999999999,0.18471000000000001,0.21690999999999999,0.19017999999999999,0.22603000000000001,0.22358
406.80101000000002,0.020230000000000001,0.073510000000000006,0.13919000000000001,0.18651000000000001,0.22325999999999999,0.18733,0.25205,0.21804000000000001
407.06423999999998,0.02971,0.088389999999999996,0.12695000000000001,0.19134999999999999,0.22045000000000001,0.18423,0.24962999999999999,0.2296
407.32745999999997,0.0287,0.0809,0.12917000000000001,0.19247,0.21518999999999999,0.18472,0.23486000000000001,0.23329
407.59068000000002,0.033520000000000001,0.073980000000000004,0.13935,0.18654000000000001,0.23180000000000001,0.19059999999999999,0.25414999999999999,0.23136999999999999
407.85388999999998,0.032230000000000002,0.077310000000000004,0.14224000000000001,0.18285999999999999,0.22281999999999999,0.17774000000000001,0.25853999999999999,0.23538000000000001
408.11709000000002,0.03073,0.079909999999999995,0.13699,0.18806999999999999,0.21862999999999999,0.18809000000000001,0.23380999999999999,0.23416999999999999
408.38028000000003,0.024660000000000001,0.083820000000000006,0.13863,0.1898,0.22087999999999999,0.18337999999999999,0.23050999999999999,0.23249
408.64346,0.024140000000000002,0.078649999999999998,0.13927,0.18826000000000001,0.21712000000000001,0.19272,0.25063999999999997,0.22584000000000001
408.90663999999998,0.039019999999999999,0.082100000000000006,0.12995000000000001,0.19264000000000001,0.21872,0.19866,0.25924000000000003,0.22091
409.16980000000001,0.031669999999999997,0.073609999999999995,0.12595999999999999,0.17771999999999999,0.22944999999999999,0.19384999999999999,0.26291999999999999,0.22392999999999999
409.43295999999998,0.020570000000000001,0.083710000000000007,0.13880999999999999,0.18301000000000001,0.22051000000000001,0.19670000000000001,0.25144,0.23984
409.69610999999998,0.031289999999999998,0.088599999999999998,0.13728000000000001,0.18021000000000001,0.21740999999999999,0.19564000000000001,0.25054999999999999,0.22988
409.95925,0.024379999999999999,0.079240000000000005,0.13813,0.18512999999999999,0.22509000000000001,0.18421999999999999,0.25255,0.21668999999999999
410.22237999999999,0.025409999999999999,0.085559999999999997,0.13803000000000001,0.18226000000000001,0.21762000000000001,0.18967999999999999,0.25679000000000002,0.21990000000000001
410.48550999999998,0.01562,0.088340000000000002,0.13966999999999999,0.18956999999999999,0.21088999999999999,0.18987000000000001,0.24718999999999999,0.23118
410.74862999999999,0.0084799999999999997,0.088760000000000006,0.13805999999999999,0.19306000000000001,0.21425,0.18584000000000001,0.24081,0.22874
411.01173,0.01566,0.089969999999999994,0.13808000000000001,0.18398,0.20780999999999999,0.18229999999999999,0.25718999999999997,0.22982
411.27483000000001,0.025600000000000001,0.085870000000000002,0.13791999999999999,0.17837,0.22242000000000001,0.20319999999999999,0.24468000000000001,0.23013
411.53791999999999,0.030339999999999999,0.084870000000000001,0.13833999999999999,0.18121000000000001,0.21448,0.18276000000000001,0.24234,0.22889999999999999
411.80101000000002,0.039899999999999998,0.086919999999999997,0.13366,0.18315000000000001,0.21374000000000001,0.18970999999999999,0.25295000000000001,0.23846000000000001
412.06407999999999,0.041840000000000002,0.074300000000000005,0.13456000000000001,0.18346000000000001,0.22531000000000001,0.19478999999999999,0.25083,0.22950000000000001
412.32715000000002,0.047600000000000003,0.077840000000000006,0.13591,0.18912000000000001,0.22858999999999999,0.19075,0.23873,0.22658
412.59019999999998,0.047600000000000003,0.080130000000000007,0.13769999999999999,0.17979999999999999,0.22345000000000001,0.18264,0.24167,0.23244999999999999
412.85325,0.04317,0.077729999999999994,0.14338000000000001,0.17810999999999999,0.21487000000000001,0.18398,0.24254999999999999,0.23291999999999999
413.11628999999999,0.043180000000000003,0.082659999999999997,0.14396,0.18287,0.21090999999999999,0.18565999999999999,0.24176,0.23702999999999999
413.37932999999998,0.029739999999999999,0.080570000000000003,0.14263999999999999,0.18581,0.21226999999999999,0.18307999999999999,0.24675,0.22666
413.64235000000002,0.018149999999999999,0.069750000000000006,0.13988999999999999,0.17741999999999999,0.21720999999999999,0.18501000000000001,0.24884000000000001,0.23404
413.90537,0.0361,0.075190000000000007,0.13475000000000001,0.18126,0.22422,0.18551000000000001,0.24010000000000001,0.23380999999999999
414.16838000000001,0.028420000000000001,0.084459999999999993,0.13045000000000001,0.19087000000000001,0.22889999999999999,0.17674999999999999,0.24601999999999999,0.23758000000000001
414.43137000000002,0.017930000000000001,0.084099999999999994,0.13208,0.19159000000000001,0.22070000000000001,0.18035999999999999,0.25990999999999997,0.23355000000000001
414.69436999999999,0.0147,0.073099999999999998,0.13272999999999999,0.18138000000000001,0.21911,0.18490000000000001,0.24454999999999999,0.23921999999999999
414.95735000000002,0.030040000000000001,0.083750000000000005,0.13561000000000001,0.18065000000000001,0.21182999999999999,0.19189000000000001,0.24908,0.22738
415.22032000000002,0.033009999999999998,0.089410000000000003,0.13320000000000001,0.18435000000000001,0.20577000000000001,0.18734000000000001,0.24443000000000001,0.22020000000000001
415.48329000000001,0.014670000000000001,0.083140000000000006,0.14491000000000001,0.18168000000000001,0.21682999999999999,0.18537999999999999,0.24207999999999999,0.23096
415.74624,0.030939999999999999,0.084580000000000002,0.13843,0.17902000000000001,0.21768000000000001,0.18961,0.24609,0.23128000000000001
416.00918999999999,0.055010000000000003,0.087099999999999997,0.12622,0.1817,0.22520999999999999,0.19273000000000001,0.23480999999999999,0.22955
416.27213,0.041739999999999999,0.087300000000000003,0.13267000000000001,0.18884999999999999,0.21740999999999999,0.19026000000000001,0.24356,0.22258
416.53507000000002,0.032219999999999999,0.089510000000000006,0.13855999999999999,0.17655000000000001,0.21584,0.19381999999999999,0.24743000000000001,0.22966
416.79799000000003,0.030630000000000001,0.089450000000000002,0.13197,0.17487,0.21875,0.20407,0.2515,0.23157
417.06090999999998,0.034000000000000002,0.084239999999999995,0.13569000000000001,0.17244999999999999,0.22364999999999999,0.19886000000000001,0.25285000000000002,0.24296000000000001
417.32380999999998,0.047899999999999998,0.085949999999999999,0.13719000000000001,0.17265,0.22031999999999999,0.2006,0.24934000000000001,0.23573
417.58670999999998,0.030509999999999999,0.089560000000000001,0.14076,0.16844999999999999,0.21809000000000001,0.19957,0.24959999999999999,0.22456000000000001
417.84960000000001,0.02358,0.087739999999999999,0.13972999999999999,0.18037,0.2079,0.20313999999999999,0.24883,0.22647
418.11248000000001,0.029960000000000001,0.088639999999999997,0.12989000000000001,0.18328,0.21204999999999999,0.19714000000000001,0.25791999999999998,0.23699000000000001
418.37536,0.030689999999999999,0.082269999999999996,0.13703000000000001,0.18182000000000001,0.21878,0.19209999999999999,0.25169000000000002,0.23655000000000001
418.63821999999999,0.021250000000000002,0.077350000000000002,0.13744999999999999,0.17846000000000001,0.20857000000000001,0.18945999999999999,0.26012999999999997,0.23852999999999999
418.90107999999998,0.030890000000000001,0.085389999999999994,0.13356000000000001,0.18267,0.20504,0.19109999999999999,0.25363000000000002,0.23214000000000001
419.16392999999999,0.032399999999999998,0.089300000000000004,0.12966,0.18276000000000001,0.21029,0.20035,0.25738,0.23755999999999999
419.42676999999998,0.02589,0.088059999999999999,0.13861999999999999,0.17602999999999999,0.20699000000000001,0.19472999999999999,0.26356000000000002,0.23780000000000001
419.68959999999998,0.018579999999999999,0.084640000000000007,0.13716999999999999,0.18084,0.20960000000000001,0.1905,0.25569999999999998,0.22159999999999999
419.95242999999999,0.031189999999999999,0.0809,0.13286000000000001,0.18507999999999999,0.21046999999999999,0.18114,0.25488,0.22395999999999999
420.21523999999999,0.03848,0.080960000000000004,0.13522999999999999,0.18814,0.21562999999999999,0.18751999999999999,0.26157000000000002,0.23263
420.47805,0.030880000000000001,0.080710000000000004,0.13075999999999999,0.18934999999999999,0.22638,0.189,0.25484000000000001,0.23763999999999999
420.74083999999999,0.027910000000000001,0.082669999999999993,0.13714000000000001,0.19381999999999999,0.22375999999999999,0.19370000000000001,0.25096000000000002,0.23089000000000001
421.00362999999999,0.031690000000000003,0.088099999999999998,0.13284000000000001,0.18362999999999999,0.21271000000000001,0.20019999999999999,0.25395000000000001,0.23418
421.26641999999998,0.03603,0.081059999999999993,0.13269,0.17105000000000001,0.22384000000000001,0.19438,0.24787999999999999,0.22319
421.52919000000003,0.032939999999999997,0.083900000000000002,0.13702,0.17177000000000001,0.22192999999999999,0.19645000000000001,0.24895999999999999,0.23744000000000001
421.79194999999999,0.029819999999999999,0.089510000000000006,0.13783000000000001,0.17812,0.22165000000000001,0.19735,0.24973000000000001,0.23588000000000001
422.05471,0.04283,0.081079999999999999,0.13009000000000001,0.17372000000000001,0.21895999999999999,0.19117000000000001,0.25455,0.23074
422.31745999999998,0.039730000000000001,0.07714,0.13739000000000001,0.18046000000000001,0.21034,0.19034000000000001,0.26397999999999999,0.23432
422.58019999999999,0.029499999999999998,0.082699999999999996,0.13519999999999999,0.18065999999999999,0.20771000000000001,0.18984999999999999,0.25320999999999999,0.23688000000000001
422.84293000000002,0.027820000000000001,0.087400000000000005,0.13200999999999999,0.17433999999999999,0.21565999999999999,0.18298,0.24986,0.2339
423.10565000000003,0.025870000000000001,0.088279999999999997,0.13338,0.17360999999999999,0.21529000000000001,0.18554000000000001,0.25275999999999998,0.22159000000000001
423.36837000000003,0.020410000000000001,0.089779999999999999,0.13081999999999999,0.17311000000000001,0.20555999999999999,0.19439999999999999,0.25638,0.23619999999999999
423.63107000000002,0.035729999999999998,0.081540000000000001,0.12931000000000001,0.17054,0.21634,0.19545000000000001,0.24812000000000001,0.24034
423.89377000000002,0.035319999999999997,0.079030000000000003,0.13011,0.17974999999999999,0.21496000000000001,0.1862,0.24773000000000001,0.23527999999999999
424.15645999999998,0.027199999999999998,0.08448,0.13116,0.18042,0.21717,0.17909,0.25083,0.23188
424.41914000000003,0.032419999999999997,0.082970000000000002,0.12923999999999999,0.17926,0.21212,0.18204999999999999,0.24482000000000001,0.23594000000000001
424.68180999999998,0.02912,0.077429999999999999,0.13267999999999999,0.17194000000000001,0.21571000000000001,0.18340000000000001,0.25002000000000002,0.24157000000000001
424.94448,0.028400000000000002,0.074219999999999994,0.13458999999999999,0.16774,0.21682999999999999,0.19458,0.26162999999999997,0.23880999999999999
425.20713000000001,0.02206,0.075480000000000005,0.13056999999999999,0.17932000000000001,0.20824000000000001,0.19264000000000001,0.25468000000000002,0.22811999999999999
425.46978000000001,0.023879999999999998,0.078200000000000006,0.13069,0.17677000000000001,0.21196999999999999,0.18806,0.25374000000000002,0.22475999999999999
425.73241999999999,0.026179999999999998,0.078799999999999995,0.14313999999999999,0.17888999999999999,0.21639,0.18540000000000001,0.2487,0.22892000000000001
425.99504999999999,0.03109,0.086040000000000005,0.14409,0.17702000000000001,0.21973000000000001,0.19064999999999999,0.24904000000000001,0.23349
426.25767000000002,0.02964,0.086559999999999998,0.13811999999999999,0.16897999999999999,0.21798000000000001,0.18712000000000001,0.24465000000000001,0.22852
426.52028999999999,0.025239999999999999,0.088760000000000006,0.1376,0.16675000000000001,0.21798999999999999,0.18867,0.24246000000000001,0.22835
426.78289000000001,0.017690000000000001,0.086650000000000005,0.13395000000000001,0.17762,0.2175,0.19231000000000001,0.24517,0.22822000000000001
427.04548999999997,0.01489,0.077340000000000006,0.13519999999999999,0.17943000000000001,0.21451000000000001,0.18851000000000001,0.25022,0.23532
427.30808000000002,0.033230000000000003,0.079549999999999996,0.13633000000000001,0.17588999999999999,0.2109,0.18839,0.24271000000000001,0.23044999999999999
427.57065999999998,0.034939999999999999,0.082379999999999995,0.13471,0.17926,0.21518000000000001,0.18689,0.24654999999999999,0.22466
427.83323000000001,0.033300000000000003,0.088090000000000002,0.13194,0.17691999999999999,0.21199999999999999,0.18681,0.24439,0.22681999999999999
428.09579000000002,0.018780000000000002,0.090969999999999995,0.13000999999999999,0.17865,0.21332999999999999,0.19020999999999999,0.24557000000000001,0.23100999999999999
428.35834999999997,0.02444,0.083690000000000001,0.13453999999999999,0.17951,0.21443000000000001,0.19606000000000001,0.25076999999999999,0.22725999999999999
428.62090000000001,0.035009999999999999,0.079799999999999996,0.13496,0.18634999999999999,0.21134,0.19001999999999999,0.2487,0.23326
428.88342999999998,0.042599999999999999,0.080670000000000006,0.1363,0.1782,0.21082999999999999,0.18734000000000001,0.23816000000000001,0.22636999999999999
429.14596,0.036200000000000003,0.082400000000000001,0.13100000000000001,0.18043999999999999,0.21393999999999999,0.18894,0.24218000000000001,0.22614999999999999
429.40848,0.033329999999999999,0.080070000000000002,0.13056999999999999,0.18010000000000001,0.21623999999999999,0.20046,0.24857000000000001,0.23380999999999999
429.67099999999999,0.03875,0.083390000000000006,0.13056000000000001,0.17791999999999999,0.21290999999999999,0.19474,0.25411,0.23605999999999999
429.93349999999998,0.034040000000000001,0.085099999999999995,0.13902,0.16949,0.21042,0.18811,0.24801999999999999,0.22398000000000001
430.19600000000003,0.026069999999999999,0.085809999999999997,0.13836000000000001,0.17108999999999999,0.21403,0.18223,0.24621999999999999,0.22578000000000001
430.45848999999998,0.038899999999999997,0.083210000000000006,0.12791,0.17305999999999999,0.20788000000000001,0.18909000000000001,0.24687000000000001,0.23441000000000001
430.72095999999999,0.03984,0.091990000000000002,0.13150000000000001,0.17082,0.2059,0.19089,0.24195,0.23824000000000001
430.98343999999997,0.035900000000000001,0.09035,0.13141,0.1782,0.21057999999999999,0.18873000000000001,0.23838000000000001,0.23316000000000001
431.24590000000001,0.037900000000000003,0.086730000000000002,0.13205,0.17330999999999999,0.21618999999999999,0.18826000000000001,0.24685000000000001,0.23219999999999999
431.50835000000001,0.043999999999999997,0.081680000000000003,0.13003000000000001,0.17777999999999999,0.20466999999999999,0.19081999999999999,0.24529000000000001,0.2344
431.77080000000001,0.039480000000000001,0.079579999999999998,0.13800000000000001,0.17429,0.20530999999999999,0.18165000000000001,0.25076999999999999,0.22942000000000001
432.03323999999998,0.034090000000000002,0.085629999999999998,0.13519999999999999,0.16846,0.20801,0.18611,0.25267000000000001,0.22875000000000001
432.29566,0.03431,0.080320000000000003,0.13327,0.17079,0.20832000000000001,0.19259999999999999,0.24484,0.22835
432.55808999999999,0.036339999999999997,0.082530000000000006,0.13513,0.17093,0.21178,0.19087999999999999,0.25007000000000001,0.23358000000000001
432.82049999999998,0.03304,0.091980000000000006,0.13353999999999999,0.17080999999999999,0.21451999999999999,0.18912999999999999,0.26040000000000002,0.23319000000000001
433.0829,0.033640000000000003,0.0969,0.13464000000000001,0.17321,0.20823,0.19164,0.25411,0.23505999999999999
433.34530000000001,0.019609999999999999,0.085150000000000003,0.13744000000000001,0.17693,0.21171000000000001,0.18317,0.24981999999999999,0.22875999999999999
433.60768000000002,0.022419999999999999,0.082229999999999998,0.13091,0.18129000000000001,0.21345,0.18475,0.2505,0.2334
433.87006000000002,0.03347,0.084279999999999994,0.12567,0.17671000000000001,0.20971000000000001,0.18962999999999999,0.25320999999999999,0.23494999999999999
434.13243,0.036799999999999999,0.078560000000000005,0.12933,0.17175000000000001,0.21009,0.18858,0.24385000000000001,0.23300999999999999
434.39479,0.038600000000000002,0.083559999999999995,0.12741,0.17448,0.21401999999999999,0.18656,0.24582000000000001,0.23019000000000001
434.65715,0.036310000000000002,0.083659999999999998,0.12687000000000001,0.17868999999999999,0.21443000000000001,0.18720000000000001,0.25291000000000002,0.22796
434.91949,0.03848,0.084269999999999998,0.13013,0.17541000000000001,0.21471000000000001,0.18786,0.25541999999999998,0.22625999999999999
435.18182999999999,0.03848,0.085540000000000005,0.13002,0.17474999999999999,0.21665000000000001,0.18326000000000001,0.25087999999999999,0.22864999999999999
435.44414999999998,0.038159999999999999,0.079769999999999994,0.13009999999999999,0.18160000000000001,0.20948,0.18593000000000001,0.25317000000000001,0.23208999999999999
435.70647000000002,0.033140000000000003,0.082830000000000001,0.12820999999999999,0.17585999999999999,0.20827000000000001,0.19409000000000001,0.25291000000000002,0.24027000000000001
435.96879000000001,0.027910000000000001,0.081530000000000005,0.12894,0.17274999999999999,0.20813999999999999,0.19675000000000001,0.25133,0.23932999999999999
436.23108999999999,0.035499999999999997,0.079890000000000003,0.13328000000000001,0.17582,0.20683000000000001,0.18726999999999999,0.24768999999999999,0.23751
436.49338,0.038289999999999998,0.085430000000000006,0.13081000000000001,0.16866,0.20605000000000001,0.18572,0.24868000000000001,0.23441000000000001
436.75567000000001,0.031820000000000001,0.083500000000000005,0.12597,0.16847000000000001,0.20638000000000001,0.18855,0.25518999999999997,0.21890000000000001
437.01794000000001,0.027390000000000001,0.082790000000000002,0.13103000000000001,0.17455000000000001,0.20866999999999999,0.18872,0.25298999999999999,0.21904000000000001
437.28021000000001,0.034049999999999997,0.084610000000000005,0.13320000000000001,0.17319000000000001,0.21182000000000001,0.18156,0.25194,0.22126000000000001
437.54246999999998,0.03483,0.088289999999999993,0.13350999999999999,0.17394000000000001,0.21142,0.18007000000000001,0.24457000000000001,0.22755
437.80473000000001,0.033300000000000003,0.083790000000000003,0.13341,0.17000999999999999,0.21118000000000001,0.18440999999999999,0.24697,0.22475999999999999
438.06697000000003,0.028139999999999998,0.090399999999999994,0.13497000000000001,0.16886000000000001,0.20291999999999999,0.18740000000000001,0.2472,0.22478999999999999
438.32920000000001,0.03322,0.079469999999999999,0.13048999999999999,0.16614999999999999,0.21048,0.18326000000000001,0.24160000000000001,0.23882
438.59143,0.030210000000000001,0.082989999999999994,0.12474,0.16816999999999999,0.21232999999999999,0.17843000000000001,0.24099000000000001,0.23597000000000001
438.85365000000002,0.029080000000000002,0.079769999999999994,0.12887000000000001,0.17188999999999999,0.20497000000000001,0.18487999999999999,0.24203,0.22692999999999999
439.11586,0.03764,0.085489999999999997,0.13378999999999999,0.17535999999999999,0.20179,0.18673999999999999,0.24259,0.22151000000000001
439.37806,0.0419,0.084779999999999994,0.13875000000000001,0.16858000000000001,0.20177,0.18834999999999999,0.24084,0.22606000000000001
439.64024999999998,0.03943,0.087300000000000003,0.13431999999999999,0.16772000000000001,0.20466000000000001,0.18726000000000001,0.23802000000000001,0.23072999999999999
439.90244000000001,0.036249999999999998,0.086470000000000005,0.12898999999999999,0.17713999999999999,0.20856,0.18789,0.24609,0.2291
440.16460999999998,0.035560000000000001,0.087669999999999998,0.13023999999999999,0.17533000000000001,0.20905000000000001,0.18498000000000001,0.24798000000000001,0.22816
440.42678000000001,0.033770000000000001,0.08677,0.12726000000000001,0.17818999999999999,0.20968999999999999,0.18245,0.24571000000000001,0.2283
440.68894,0.032930000000000001,0.089359999999999995,0.12634000000000001,0.17754,0.20909,0.18462999999999999,0.24903,0.23289000000000001
440.95109000000002,0.03952,0.082629999999999995,0.12858,0.16861999999999999,0.20609,0.17801,0.25252000000000002,0.23512
441.21323000000001,0.04539,0.081320000000000003,0.12964999999999999,0.17215,0.20302000000000001,0.17995,0.24637000000000001,0.22853000000000001
441.47537,0.040000000000000001,0.079589999999999994,0.12665999999999999,0.17412,0.20749000000000001,0.18767,0.25144,0.23158000000000001
441.73748999999998,0.037929999999999998,0.086970000000000006,0.13155,0.17074,0.21049000000000001,0.18551000000000001,0.25097000000000003,0.23433000000000001
441.99961000000002,0.03057,0.085269999999999999,0.12848999999999999,0.17588999999999999,0.20069000000000001,0.18645,0.25233,0.23182
442.26172000000003,0.030259999999999999,0.084970000000000004,0.12862999999999999,0.17609,0.20018,0.18246000000000001,0.24711,0.23105000000000001
442.52382,0.03601,0.08788,0.12981000000000001,0.17648,0.20954999999999999,0.17949999999999999,0.24334,0.22982
442.78591,0.033180000000000001,0.092600000000000002,0.1245,0.17241999999999999,0.21199000000000001,0.18132000000000001,0.24615000000000001,0.22842999999999999
443.04799000000003,0.034939999999999999,0.089200000000000002,0.12298000000000001,0.17277000000000001,0.20563999999999999,0.18382000000000001,0.23898,0.23114999999999999
443.31007,0.031060000000000001,0.089590000000000003,0.12792000000000001,0.17172999999999999,0.21043999999999999,0.18451999999999999,0.24187,0.22578000000000001
443.57213000000002,0.031850000000000003,0.093530000000000002,0.13016,0.16753000000000001,0.20524000000000001,0.18325,0.24276,0.22728999999999999
443.83418999999998,0.03968,0.090749999999999997,0.13084999999999999,0.16936000000000001,0.20419999999999999,0.18289,0.24754000000000001,0.23791000000000001
444.09624000000002,0.04011,0.089730000000000004,0.12837000000000001,0.16947000000000001,0.19883999999999999,0.18679000000000001,0.24726000000000001,0.23304
444.35827999999998,0.034639999999999997,0.085029999999999994,0.12901000000000001,0.17104,0.19889999999999999,0.18296000000000001,0.24759999999999999,0.23182
444.62031000000002,0.032070000000000001,0.084640000000000007,0.12831000000000001,0.16982,0.20805000000000001,0.18273,0.24446000000000001,0.22785
444.88234,0.029600000000000001,0.086220000000000005,0.12883,0.17246,0.20782,0.17904,0.24723999999999999,0.23322000000000001
445.14434999999997,0.035290000000000002,0.082129999999999995,0.13155,0.17408999999999999,0.20734,0.18296999999999999,0.24909999999999999,0.22694
445.40636000000001,0.04233,0.088010000000000005,0.13120999999999999,0.16647999999999999,0.20014000000000001,0.18478,0.24798000000000001,0.22470999999999999
445.66836000000001,0.036330000000000001,0.090289999999999995,0.12906999999999999,0.16672999999999999,0.20412,0.18215000000000001,0.24887000000000001,0.22459000000000001
445.93034999999998,0.035400000000000001,0.090240000000000001,0.12631999999999999,0.16711999999999999,0.20527999999999999,0.17823,0.24623,0.22997000000000001
446.19233000000003,0.034079999999999999,0.089429999999999996,0.12350999999999999,0.16228000000000001,0.20282,0.17979999999999999,0.24041000000000001,0.23227
446.45429999999999,0.037510000000000002,0.086730000000000002,0.12662999999999999,0.1691,0.20583000000000001,0.18429000000000001,0.24779000000000001,0.22808
446.71627000000001,0.034880000000000001,0.081909999999999997,0.13092000000000001,0.17172999999999999,0.20627999999999999,0.18329999999999999,0.25006,0.22963
446.97823,0.038969999999999998,0.087709999999999996,0.13139000000000001,0.17313000000000001,0.20177,0.1827,0.24621000000000001,0.22617000000000001
447.24016999999998,0.042529999999999998,0.091170000000000001,0.12808,0.17363999999999999,0.20338999999999999,0.18342,0.24413000000000001,0.23139999999999999
447.50211000000002,0.04573,0.092230000000000006,0.12709000000000001,0.16879,0.20349999999999999,0.18154999999999999,0.24329000000000001,0.22855
447.76404000000002,0.036659999999999998,0.090800000000000006,0.12426,0.16691,0.20710000000000001,0.18113000000000001,0.24524000000000001,0.22511999999999999
448.02596999999997,0.0339,0.086709999999999995,0.12698000000000001,0.16403999999999999,0.20841000000000001,0.18032999999999999,0.2437,0.22738
448.28787999999997,0.035380000000000002,0.085099999999999995,0.12912000000000001,0.16639000000000001,0.20699000000000001,0.17916000000000001,0.24932000000000001,0.2351
448.54978999999997,0.034569999999999997,0.087190000000000004,0.12823000000000001,0.16275000000000001,0.20488999999999999,0.18473999999999999,0.24746000000000001,0.23522999999999999
448.81168000000002,0.036409999999999998,0.08269,0.12781000000000001,0.16481000000000001,0.20215,0.19250999999999999,0.25467000000000001,0.23222000000000001
449.07357000000002,0.04113,0.084629999999999997,0.12842000000000001,0.16936000000000001,0.20202999999999999,0.18801999999999999,0.25102999999999998,0.23313
449.33544999999998,0.034430000000000002,0.088469999999999993,0.12365,0.16805999999999999,0.20458000000000001,0.18451999999999999,0.24473,0.23585999999999999
449.59732000000002,0.039120000000000002,0.089840000000000003,0.12648000000000001,0.16682,0.19955999999999999,0.17688000000000001,0.24812000000000001,0.22871
449.85919000000001,0.035159999999999997,0.087499999999999994,0.12653,0.16791,0.19606999999999999,0.17915,0.24540999999999999,0.22559999999999999
450.12103999999999,0.038219999999999997,0.090230000000000005,0.12811,0.17101,0.20477000000000001,0.18053,0.23910999999999999,0.22919999999999999
450.38288999999997,0.033919999999999999,0.086730000000000002,0.12925,0.16685,0.20377999999999999,0.18013999999999999,0.24371999999999999,0.23178000000000001
450.64472999999998,0.031189999999999999,0.084220000000000003,0.12767999999999999,0.16625999999999999,0.20244000000000001,0.18121000000000001,0.25073000000000001,0.23104
450.90656000000001,0.03594,0.087309999999999999,0.12995000000000001,0.1716,0.19836000000000001,0.18210999999999999,0.24956,0.22674
451.16838000000001,0.039379999999999998,0.087510000000000004,0.12809000000000001,0.17354,0.20268,0.17974000000000001,0.24224999999999999,0.23391000000000001
451.43018999999998,0.040230000000000002,0.084470000000000003,0.12870999999999999,0.16591,0.21093999999999999,0.17699999999999999,0.24643999999999999,0.24032000000000001
451.69198999999998,0.0378,0.083320000000000005,0.12964999999999999,0.16403000000000001,0.21065999999999999,0.17771000000000001,0.23927000000000001,0.23524999999999999
451.95379000000003,0.035340000000000003,0.084260000000000002,0.12897,0.17022999999999999,0.20369999999999999,0.17942,0.23558000000000001,0.23125000000000001
452.21557999999999,0.036889999999999999,0.086139999999999994,0.122,0.17047000000000001,0.19988,0.17831,0.23358000000000001,0.22985
452.47735,0.039230000000000001,0.084500000000000006,0.12536,0.17168,0.19019,0.17654,0.23859,0.2326
452.73912000000001,0.03798,0.084409999999999999,0.12307999999999999,0.17172999999999999,0.19874,0.18168999999999999,0.23876,0.23401
453.00088,0.028729999999999999,0.083739999999999995,0.12401,0.17094999999999999,0.20391000000000001,0.18246000000000001,0.23963000000000001,0.23302999999999999
453.26263999999998,0.04233,0.085330000000000003,0.12623999999999999,0.16561999999999999,0.19892000000000001,0.18518999999999999,0.24398,0.22825999999999999
453.52438000000001,0.041480000000000003,0.085709999999999995,0.12483,0.16572000000000001,0.19989999999999999,0.18184,0.24306,0.22511
453.78611999999998,0.036400000000000002,0.085110000000000005,0.12373000000000001,0.16603000000000001,0.20276,0.18529999999999999,0.24041000000000001,0.22917999999999999
454.04784999999998,0.034290000000000001,0.087340000000000001,0.12300999999999999,0.16813,0.20402000000000001,0.18429999999999999,0.23893,0.23100000000000001
454.30957000000001,0.032910000000000002,0.086169999999999997,0.12615000000000001,0.16678000000000001,0.19803999999999999,0.18121999999999999,0.23860999999999999,0.23365
454.57128,0.040329999999999998,0.086180000000000007,0.12706999999999999,0.16220000000000001,0.20083000000000001,0.18117,0.24478,0.23017000000000001
454.83298000000002,0.046120000000000001,0.086400000000000005,0.12573999999999999,0.16400999999999999,0.20504,0.17768999999999999,0.24918999999999999,0.23146
455.09467000000001,0.043409999999999997,0.083680000000000004,0.1278,0.16697000000000001,0.20246,0.17810999999999999,0.24027000000000001,0.23235
455.35636,0.043400000000000001,0.083699999999999997,0.12853999999999999,0.16471,0.19889000000000001,0.17963000000000001,0.23733000000000001,0.22628999999999999
455.61802999999998,0.041860000000000001,0.088160000000000002,0.12845999999999999,0.16034000000000001,0.19494,0.17718,0.24445,0.22953999999999999
455.87970000000001,0.037879999999999997,0.085239999999999996,0.12408,0.16522000000000001,0.19900000000000001,0.17713000000000001,0.24082999999999999,0.22996
456.14136000000002,0.038859999999999999,0.085500000000000007,0.12330000000000001,0.16147,0.20358000000000001,0.17563000000000001,0.23744000000000001,0.23341000000000001
456.40300999999999,0.041279999999999997,0.085220000000000004,0.12654000000000001,0.16470000000000001,0.19977,0.17854999999999999,0.23425000000000001,0.22497
456.66466000000003,0.042619999999999998,0.090139999999999998,0.124,0.16550000000000001,0.19735,0.17552999999999999,0.23471,0.22458
456.92628999999999,0.038739999999999997,0.091910000000000006,0.12333,0.16341,0.19761999999999999,0.17627000000000001,0.23996999999999999,0.22728000000000001
457.18792000000002,0.037339999999999998,0.091520000000000004,0.12705,0.16505,0.19969000000000001,0.17946999999999999,0.24332000000000001,0.22917999999999999
457.44952999999998,0.040469999999999999,0.091969999999999996,0.12967999999999999,0.16791,0.20019000000000001,0.17796000000000001,0.24339,0.22908999999999999
