% Model,AuDimmer-7-30nm-04nm.mph
% Version,COMSOL 6.2.0.339
% Date,"Sep 16 2024, 15:04"
% Table,Table 1 - Global Evaluation 1
% wlength (nm),lambda0 (nm),C_abs (nm^2),C_sca (nm^2)
450,450,140.88971129420204,0.7236039997365783
460,460,139.49346666750714,0.6615588673949522
470,470,138.54136493286683,0.6085367935678018
480,480,141.26308165110996,0.5858967142221656
490,490,150.28842845424845,0.6001461201592729
500,500,168.91422920100797,0.6918466839280764
509.99999999999994,509.99999999999994,200.12576938289016,0.9180236460207203
519.9999999999999,519.9999999999999,239.06344398351823,1.288008558555289
520.25,520.25,239.98088841232504,1.300171777495748
520.5,520.5,240.89911542102868,1.3125376186476887
520.75,520.75,241.80634363594152,1.3331917488093123
521,521,242.75108127877672,1.335113383568638
521.2499999999999,521.2499999999999,243.66092177977816,1.3593072726007573
521.4999999999999,521.4999999999999,244.5748901029336,1.357402036415932
521.75,521.75,245.48492976232086,1.3634897025044983
522,522,246.41126863289608,1.375428413961898
522.25,522.25,247.33499342669688,1.3796506690378798
522.5,522.5,248.24621271980362,1.4113639636923692
522.7499999999999,522.7499999999999,249.1751194486583,1.419304079045508
523,523,250.0997017521459,1.4258560033132979
523.25,523.25,250.77298750433286,1.4405665955608327
523.5,523.5,251.45772720351647,1.449501120933039
523.75,523.75,252.1681724829061,1.4487267976547715
523.9999999999999,523.9999999999999,252.83178951005007,1.4688794922752646
524.2499999999999,524.2499999999999,253.5047224275963,1.462796180669747
524.5,524.5,254.17446417770037,1.4857467214365696
524.75,524.75,254.82894134531534,1.4925438027604638
525,525,255.49384360795057,1.500764661721578
525.25,525.25,256.1523609205999,1.5115274185186638
525.4999999999999,525.4999999999999,256.7945814005099,1.520284229111237
525.75,525.75,257.4363953885264,1.527278601501385
526,526,258.0628900931947,1.5298980822142456
526.25,526.25,258.6998800373285,1.5464931851443409
526.5,526.5,259.32893558367937,1.5501312325050212
526.75,526.75,259.92702383939167,1.5597669524126083
526.9999999999999,526.9999999999999,260.54034968406955,1.5666235035418208
527.25,527.25,261.1562721740075,1.5820831556645478
527.5,527.5,261.73966125335977,1.586604690250647
527.75,527.75,262.309160711888,1.6033426612222774
528,528,262.8940318463365,1.611959623277457
528.2499999999999,528.2499999999999,263.26552452827156,1.6229598247029742
528.4999999999999,528.4999999999999,263.6241506367832,1.620103880624929
528.75,528.75,263.9555490190998,1.639717378583231
529,529,264.295479699758,1.6554484028648992
529.25,529.25,264.59548982370046,1.6648104122752536
529.5,529.5,264.9212889340325,1.653432344941554
529.7499999999999,529.7499999999999,265.22126258359356,1.659616696368528
530,530,265.52160264639815,1.6597465502450037
530.25,530.25,265.76731580404214,1.6679620417679728
530.5,530.5,266.0421363072123,1.6727385456151929
530.75,530.75,266.2956511560523,1.6991551781966945
531,531,266.55522793973665,1.6942509417748093
531.2499999999999,531.2499999999999,266.78796133343457,1.6949718393773754
531.5,531.5,267.01631987585495,1.7001399971729132
531.75,531.75,267.18514401190646,1.7235384599308978
532,532,267.3946148790491,1.7232332669893164
532.25,532.25,267.5804393329658,1.7349340443137355
532.4999999999999,532.4999999999999,267.72624573441806,1.7476878351225906
532.7499999999999,532.7499999999999,267.88143752754644,1.7414187454529917
533,533,268.0354443202379,1.743832998268999
533.25,533.25,267.9970133591642,1.7480339179594149
533.5,533.5,267.96069354252523,1.7731719328818194
533.75,533.75,267.90460110521326,1.7726763727783983
533.9999999999999,533.9999999999999,267.83896826696144,1.756268274460247
534.25,534.25,267.7558283292913,1.7855126742125567
534.5,534.5,267.67660432940096,1.7860676124708994
534.75,534.75,267.5773672840937,1.7839348353486812
535,535,267.461719032387,1.7841295984727465
535.25,535.25,267.30149248170994,1.7869051801857678
535.4999999999999,535.4999999999999,267.16782234178123,1.7988657673252144
535.75,535.75,267.02201051999106,1.795959625615516
536,536,266.8348885543809,1.8141727037798225
536.25,536.25,266.62179660872846,1.7981608626253023
536.5,536.5,266.4277560331962,1.7983386908160977
536.7499999999999,536.7499999999999,266.21632842216576,1.8104056256921341
536.9999999999999,536.9999999999999,265.97484732670443,1.815698621763525
537.25,537.25,265.7286919799323,1.8327316596273355
537.5,537.5,265.48188426391414,1.8178357658493647
537.75,537.75,265.19306476353194,1.8254181022567066
538,538,264.9116042648108,1.8339269339593722
538.2499999999999,538.2499999999999,264.51650854508136,1.835726097960612
538.5,538.5,264.11571802710625,1.847605496325684
538.75,538.75,263.7022037159029,1.8493738621670175
539,539,263.26759674612964,1.8421994854660961
539.25,539.25,262.8036585861587,1.8421177970380471
539.5,539.5,262.3634198823536,1.845851222773394
539.7499999999999,539.7499999999999,261.8806042342902,1.844131852382633
540,540,261.3774586129804,1.863522409225614
550,550,232.19570731610264,1.8101410333157621
560,560,192.74584090172672,1.6552028027398933
570,570,152.09252210422096,1.4573351071341456
580,580,116.10750354282858,1.2310162786117007
590,590,87.67090847851969,1.029566633809367
600,600,66.83744597063432,0.8540184177559028
610,610,51.89868207425594,0.711648481410462
619.9999999999999,619.9999999999999,41.167346527598426,0.6065877794080662
629.9999999999999,629.9999999999999,33.24130503337488,0.5217233106920116
639.9999999999999,639.9999999999999,27.285200785948817,0.4561748975279337
650,650,22.775898718848424,0.4020476822841619
660,660,19.37356720665023,0.35628446464449365
670,670,16.815615330696787,0.3169337315440933
680,680,14.865091713819105,0.285807743212482
690,690,13.33273637464687,0.25693770794932524
700,700,12.085007253527635,0.2323815233687207
