"Pol","ang","mu","Best Radius","Cfrac","Error"
"s Pol",64.9,5.78,3.564081234403565,0.3981912984483507,7.717570313487506e-8
"s Pol",64.9,7.3,5.293642621981928,0.4980631334948432,1.1742956773548939e-8
"s Pol",72.9,5.78,3.4534654064167767,-0.3568013911534788,1.954643279630181e-7
"s Pol",72.9,7.3,4.5386257200407725,0.4857501049650705,8.128716243926599e-8
