"Pol","ang","mu","Best Radius","Cfrac","Error"
"s Pol",64.9,5.78,3.5738556652674696,0.40037469818105664,2.9299831909377987e-7
"s Pol",64.9,7.3,20.547724622613487,0.21573368176646315,1.5691234211305014e-11
"s Pol",72.9,5.78,2.9179043408355723,-2.3581515598492317,3.0390947170311185e-8
"s Pol",72.9,7.3,4.55939238845508,0.4884214718704623,3.0781958698846357e-7
