"Pol","ang","mu","Best Radius","Cfrac","Error"
"s Pol",64.9,5.78,3.4146710776389444,0.44044559927229904,1.29383437004112e-7
"s Pol",64.9,7.3,2.741064824344951,0.6479489598426199,2.59635959429613e-9
"s Pol",72.9,5.78,3.343519150645585,0.36028722825116627,5.196493160936929e-7
"s Pol",72.9,7.3,4.318879203831669,0.4736698658550249,1.6299767726004058e-7
