"Pol","ang","mu","Best Radius","Cfrac","Error"
"s Pol",64.9,5.78,3.5702500105409904,0.3999257451684086,1.492185660022759e-7
"s Pol",64.9,7.3,5.796277618952815,0.5056441000449375,1.5001528067744685e-8
"s Pol",72.9,5.78,1.3973745580958923,-1.7339359894439474,2.904243218363796e-8
"s Pol",72.9,7.3,4.55204667980635,0.4876851164992114,1.5681475215116607e-7
