"Time","Pol","ang","mu","Best Radius","Error"
15105.000908,"s Pol",57.29577951308232,5.9,5.008641966849793,10.020316169665676
1349.974879,"s Pol",57.29577951308232,7.3,4.1430549128617455,15.974687037382562
2483.997631,"s Pol",114.59155902616465,5.9,3.381569898590642,9.102549899993347
1340.741299,"s Pol",114.59155902616465,7.3,4.1434919390963785,17.6614899582831
1371.623502,"p Pol",57.29577951308232,5.9,3.420816234017094,0.04930188202471108
1133.286831,"p Pol",57.29577951308232,7.3,4.216797991728623,0.0390411442601216
1272.33796,"p Pol",114.59155902616465,5.9,3.402997085243341,0.02237421924615297
875.039213,"p Pol",114.59155902616465,7.3,5.032307200536046,2.2779014308681628e-10
