"Time","Pol","ang","mu","Best Radius","Error"
472.480651,"s Pol",57.29577951308232,5.9,0.9477516658390186,1.9234721148202368e-7
620.201455,"s Pol",57.29577951308232,7.3,0.8891826266798887,0.33547502038691107
475.341757,"s Pol",114.59155902616465,5.9,1.0466904143562847,3.5553195168780197e-7
645.387884,"s Pol",114.59155902616465,7.3,1.1637207470709618,2.0999964224472415e-7
1327.819905,"p Pol",57.29577951308232,5.9,3.3178501512185523,0.49029843396514017
370.82477,"p Pol",57.29577951308232,7.3,1.012647864224906,9.037774895798632
1834.658586,"p Pol",114.59155902616465,5.9,3.328424519403525,0.05117219284832372
376.789275,"p Pol",114.59155902616465,7.3,1.0165380236376826,18.618218197443348
