"Pol","ang","mu","Best Radius","Cfrac","Error"
"p Pol",64.9,5.78,3.2930611069833637,-0.14111843243893823,1.1956822895227748e-6
"p Pol",64.9,7.3,4.026424393149264,0.15218334022103389,1.2960350534657374e-6
"p Pol",72.9,5.78,3.3379945996333884,-0.18864684503923082,1.0951980620571833e-6
"p Pol",72.9,7.3,4.108928871198809,0.20986111583047243,1.3124690257398546e-6
