"Pol","ang","mu","Best Radius","Cfrac","Error"
"p Pol",64.9,5.78,3.3612653577636813,0.13913147850984592,4.5037292684633716e-7
"p Pol",64.9,7.3,4.095025177857355,0.146049738489737,5.115035343126136e-7
"p Pol",72.9,5.78,1.6953132473622834,-3.864513457705238,5.11073058520223e-11
"p Pol",72.9,7.3,4.1702270056750965,0.20720215441382628,4.997525120569492e-7
