"Pol","ang","mu","Best Radius","Cfrac","Error"
"p Pol",64.9,5.78,3.3460198575021964,0.13890139650027308,4.981741186812832e-7
"p Pol",64.9,7.3,4.07072714522637,0.1469393139908367,5.60577704578677e-7
"p Pol",72.9,5.78,2.603973846140318,3.8663491232217675,1.2170547997888734e-10
"p Pol",72.9,7.3,4.154217371124527,0.20704913629117114,5.516642262847883e-7
