"Pol","ang","mu","Best Radius","Cfrac","Error"
"p Pol",64.9,5.78,3.361016928527843,0.1386083922454729,1.7454767122717196e-6
"p Pol",64.9,7.3,4.100397064735524,0.1453050194967929,1.98583077112635e-6
"p Pol",72.9,5.78,1.6896113713537753,-3.8444563963802136,2.0295240635855003e-10
"p Pol",72.9,7.3,4.176225798374384,0.20661435018716096,1.947819972276071e-6
