% Model,AuNP-5-78nm-inc-Mas-Air.mph
% Version,COMSOL 6.2.0.339
% Date,"Sep 11 2024, 12:57"
% Table,Table 1 - Global Evaluation 1
% wlength (nm),lambda0 (nm),Q_abs (1),Q_sca (1)
450,450,0.18580632662632227,2.4199046253871607E-4
460,460,0.18548806069771143,2.3322005119720714E-4
470,470,0.1860892723820691,2.1248502539698472E-4
480,480,0.19161741801340829,2.1627830279711687E-4
490,490,0.20482490647185095,2.227935322474324E-4
500,500,0.2273734524622498,2.4663239891307704E-4
509.99999999999994,509.99999999999994,0.2551070807237155,3.17122174986207E-4
519.9999999999999,519.9999999999999,0.26977704802043595,4.008223614776171E-4
520.25,520.25,0.26972968273979797,4.1240394508668116E-4
520.5,520.5,0.26968488273082464,4.219312948758058E-4
520.75,520.75,0.269645226459415,3.919215009990738E-4
521,521,0.2695740249540171,4.075048844333408E-4
521.2499999999999,521.2499999999999,0.26951780050920204,4.109804651170817E-4
521.4999999999999,521.4999999999999,0.26941316139292426,4.005671382202742E-4
521.75,521.75,0.2693335245318904,4.1187225350585853E-4
522,522,0.2692052100428359,4.2707896432821603E-4
522.25,522.25,0.2690858813424743,3.74601292814567E-4
522.5,522.5,0.2689732081470112,3.896258384231018E-4
522.7499999999999,522.7499999999999,0.26879070217391077,4.332987696025559E-4
523,523,0.2686594362134932,4.1651533100051097E-4
523.25,523.25,0.268305474426842,4.125851181642464E-4
523.5,523.5,0.2679138535010163,4.1693781651484346E-4
523.75,523.75,0.2675279547210142,4.2674991441319705E-4
523.9999999999999,523.9999999999999,0.2671097300129616,4.462127047522064E-4
524.2499999999999,524.2499999999999,0.26670612816839073,4.307555340876883E-4
524.5,524.5,0.26630216482905406,3.943659305037598E-4
524.75,524.75,0.26584815081101665,4.0919492921456644E-4
525,525,0.2654352576566677,4.282198575552406E-4
525.25,525.25,0.26505232077059826,4.313196680143582E-4
525.4999999999999,525.4999999999999,0.2645116635395291,4.003031742505258E-4
525.75,525.75,0.264010939757336,4.1113263059489773E-4
526,526,0.26352085073910114,4.3447824221779456E-4
526.25,526.25,0.26302532866007944,4.3454311661304606E-4
526.5,526.5,0.26247868653150863,4.413862976371199E-4
526.75,526.75,0.2619537431387696,4.4930678096269025E-4
526.9999999999999,526.9999999999999,0.26143240097864273,4.086400973670932E-4
527.25,527.25,0.2608941410206022,4.154709751317161E-4
527.5,527.5,0.2603100797921039,4.299630198883491E-4
527.75,527.75,0.2597514836859496,4.1119980778496344E-4
528,528,0.2592007784901313,4.38606169299214E-4
528.2499999999999,528.2499999999999,0.25843973837354606,4.3492339117606483E-4
528.4999999999999,528.4999999999999,0.2577090723146461,4.2703212929890794E-4
528.75,528.75,0.2569999354963422,4.6147767169041776E-4
529,529,0.25624638521954196,4.190789477726776E-4
529.25,529.25,0.25552210557093913,4.23913826886487E-4
529.5,529.5,0.2547371268219123,4.2824315100400235E-4
529.7499999999999,529.7499999999999,0.25398972681141874,4.177632930986229E-4
530,530,0.2532101444511101,4.375194559331962E-4
530.25,530.25,0.25245487982902537,4.3070891530971666E-4
530.5,530.5,0.25163347869903446,4.3226395904562704E-4
530.75,530.75,0.2508302547010129,4.3745584581410106E-4
531,531,0.2500117809367188,3.9799397203862474E-4
531.2499999999999,531.2499999999999,0.24927111995997017,3.932211133669233E-4
531.5,531.5,0.24836820033497536,4.2880410519083713E-4
531.75,531.75,0.24756139075697697,4.3483915291828406E-4
532,532,0.2466913386720249,4.071285867691441E-4
532.25,532.25,0.2458423367654042,4.1619671391453515E-4
532.4999999999999,532.4999999999999,0.24500936542791343,4.39462823338355E-4
532.7499999999999,532.7499999999999,0.24413935762197714,4.2782664804362546E-4
533,533,0.24327492472090836,4.0417167758917736E-4
533.25,533.25,0.2423401905332714,4.1340747248237405E-4
533.5,533.5,0.24143311762998002,4.180010771082767E-4
533.75,533.75,0.24044486772545845,4.371731476275531E-4
533.9999999999999,533.9999999999999,0.2395190763117965,4.3524696541289733E-4
534.25,534.25,0.23857646831016213,3.874626459434806E-4
534.5,534.5,0.2376269305055754,4.12908205121454E-4
534.75,534.75,0.23663897337656287,4.3046419918066456E-4
535,535,0.23569668752335055,4.263345107797596E-4
535.25,535.25,0.23473818121341192,4.205961149760623E-4
535.4999999999999,535.4999999999999,0.23376922864834582,4.100278456907564E-4
535.75,535.75,0.2328004891189014,3.993292350701159E-4
536,536,0.23186379971603718,4.132371761684428E-4
536.25,536.25,0.23083398946634046,3.913645454215469E-4
536.5,536.5,0.22986780204641297,4.2741886910314085E-4
536.7499999999999,536.7499999999999,0.2288624181473524,4.28551470777833E-4
536.9999999999999,536.9999999999999,0.22790367627075833,4.0133237611341744E-4
537.25,537.25,0.22687332496788526,4.1081301598267894E-4
537.5,537.5,0.22588827260054226,4.087502740399972E-4
537.75,537.75,0.22489269512148757,4.18639412055119E-4
538,538,0.2238848434601913,3.8903302251974985E-4
538.2499999999999,538.2499999999999,0.22284606562032258,3.9813545650867237E-4
538.5,538.5,0.22185508038214224,4.2392922183495305E-4
538.75,538.75,0.2208167774107819,3.975301633436676E-4
539,539,0.2197994749917191,3.83702620804949E-4
539.25,539.25,0.21880484675965467,4.1578234965088145E-4
539.5,539.5,0.2177485803927328,3.9465679031918424E-4
539.7499999999999,539.7499999999999,0.21674761482369873,4.0155096802022087E-4
540,540,0.21574112807956158,3.9514702199623756E-4
550,550,0.17578043019413936,3.4196851210506425E-4
560,560,0.14058060333039563,3.1659129485541484E-4
570,570,0.11098989277811683,2.639860486721896E-4
580,580,0.08712627565387349,2.2312491730194548E-4
590,590,0.06868556416796755,1.8292178045967183E-4
600,600,0.054868823140066955,1.5860567161646115E-4
610,610,0.04458330514201129,1.4234253678780483E-4
619.9999999999999,619.9999999999999,0.03682758931140928,1.1974284776036575E-4
629.9999999999999,629.9999999999999,0.0308253249702282,1.0795574789147678E-4
639.9999999999999,639.9999999999999,0.02613871915426423,9.516883764146247E-5
650,650,0.022472939194881386,8.754942296577117E-5
660,660,0.01961495826452386,7.831012472535068E-5
670,670,0.01741103423029749,6.974174411134423E-5
680,680,0.015691225516986495,6.692809818595693E-5
690,690,0.01430463678027159,6.199229849060265E-5
700,700,0.013154806769482422,5.3178574702104785E-5
