% Model,Supported-Internal-m025.mph
% Version,COMSOL 5.6.0.401
% Date,"Aug 30 2023, 13:58"
% Table,Table 1 - Global Evaluation 1
% theta_i (rad),wlength (nm),lambda0 (nm),Q_abs (1),Q_sca (1)
1.13271868454432,450,450,0.770518661157377,2.863425496415325E-4
1.13271868454432,460,460,0.7605840621562555,2.859680482990657E-4
1.13271868454432,470,470,0.7529584696002031,2.675119967383884E-4
1.13271868454432,480,480,0.7643587033169011,2.3509969289056405E-4
1.13271868454432,490,490,0.8062134870640494,2.2830608076062478E-4
1.13271868454432,500,500,0.8907957676746364,2.854149819706862E-4
1.13271868454432,509.99999999999994,509.99999999999994,1.022843111582416,3.506537694931301E-4
1.13271868454432,519.9999999999999,519.9999999999999,1.163101711636129,3.9383694842740275E-4
1.13271868454432,520.25,520.25,1.1659768794643888,4.6490643951870166E-4
1.13271868454432,520.5,520.5,1.1685849011084024,4.2588808986354176E-4
1.13271868454432,520.75,520.75,1.1715196198146332,4.0159225992904377E-4
1.13271868454432,521,521,1.1743185665551148,4.4432362705838064E-4
1.13271868454432,521.2499999999999,521.2499999999999,1.1769574310066833,4.2806324434812443E-4
1.13271868454432,521.4999999999999,521.4999999999999,1.1795052161261212,4.627386382311189E-4
1.13271868454432,521.75,521.75,1.182124809465689,4.602283617728631E-4
1.13271868454432,522,522,1.1846495948741884,4.818454266667107E-4
1.13271868454432,522.25,522.25,1.1867719422013057,4.7137065352243006E-4
1.13271868454432,522.5,522.5,1.1892324926246676,4.389491255477941E-4
1.13271868454432,522.7499999999999,522.7499999999999,1.191604167192737,4.583157301199914E-4
1.13271868454432,523,523,1.193507544181551,4.8276609519867477E-4
1.13271868454432,523.25,523.25,1.1957690653815238,4.444512153671375E-4
1.13271868454432,523.5,523.5,1.1977844573364138,4.6142672987492723E-4
1.13271868454432,523.75,523.75,1.1997411900508461,4.7761538996914067E-4
1.13271868454432,523.9999999999999,523.9999999999999,1.2018753559561712,4.809585993872423E-4
1.13271868454432,524.2499999999999,524.2499999999999,1.2037029380064597,4.8135813840849987E-4
1.13271868454432,524.5,524.5,1.205415662184568,4.948277724922382E-4
1.13271868454432,524.75,524.75,1.2068617804871238,5.197863788261193E-4
1.13271868454432,525,525,1.208977319286512,4.522280494394351E-4
1.13271868454432,525.25,525.25,1.2102401303698795,4.937308505164846E-4
1.13271868454432,525.4999999999999,525.4999999999999,1.2116435141737947,5.45857366811025E-4
1.13271868454432,525.75,525.75,1.2132019079333813,5.929923036661842E-4
1.13271868454432,526,526,1.2144325287285576,4.364437305174208E-4
1.13271868454432,526.25,526.25,1.2157381818140789,5.381357920010462E-4
1.13271868454432,526.5,526.5,1.2167369843597433,4.5165107004010833E-4
1.13271868454432,526.75,526.75,1.2178958454499178,4.984107813725703E-4
1.13271868454432,526.9999999999999,526.9999999999999,1.2191510306771944,5.305044247520443E-4
1.13271868454432,527.25,527.25,1.219914979799359,5.079095063186704E-4
1.13271868454432,527.5,527.5,1.2207770044795205,4.810893264449428E-4
1.13271868454432,527.75,527.75,1.2215582050671057,5.323234432360503E-4
1.13271868454432,528,528,1.2222851692316337,5.150516762796038E-4
1.13271868454432,528.2499999999999,528.2499999999999,1.2230630243396736,4.887501570586309E-4
1.13271868454432,528.4999999999999,528.4999999999999,1.2234699780019458,4.840116237440962E-4
1.13271868454432,528.75,528.75,1.2240591575048512,5.476948171016939E-4
1.13271868454432,529,529,1.2243836334793934,5.252580870186044E-4
1.13271868454432,529.25,529.25,1.224882146787196,5.166616904242291E-4
1.13271868454432,529.5,529.5,1.225404300597461,5.487270638327093E-4
1.13271868454432,529.7499999999999,529.7499999999999,1.2253071160114464,5.362923991248937E-4
1.13271868454432,530,530,1.2253808020235057,4.925431443932073E-4
1.13271868454432,530.25,530.25,1.2257807900150095,4.919085354228173E-4
1.13271868454432,530.5,530.5,1.2255794305735492,5.93036073849211E-4
1.13271868454432,530.75,530.75,1.225516386752201,4.992624291374903E-4
1.13271868454432,531,531,1.225288169418716,5.552589677423449E-4
1.13271868454432,531.2499999999999,531.2499999999999,1.2251472882655698,4.8457183053999707E-4
1.13271868454432,531.5,531.5,1.225096758285807,4.7751393426431353E-4
1.13271868454432,531.75,531.75,1.2241647272215197,5.119254533671252E-4
1.13271868454432,532,532,1.2253633619220126,4.6639645673929786E-4
1.13271868454432,532.25,532.25,1.2235478084922446,5.608803291283327E-4
1.13271868454432,532.4999999999999,532.4999999999999,1.223130370286525,4.954900345102733E-4
1.13271868454432,532.7499999999999,532.7499999999999,1.2225781694320874,5.580166238115545E-4
1.13271868454432,533,533,1.2214043397680956,5.751130308491974E-4
1.13271868454432,533.25,533.25,1.2208069217190682,5.538037318678134E-4
1.13271868454432,533.5,533.5,1.2202411272452993,6.389670291216721E-4
1.13271868454432,533.75,533.75,1.2192561894099228,5.369239992554607E-4
1.13271868454432,533.9999999999999,533.9999999999999,1.2183763499135962,5.670201503462605E-4
1.13271868454432,534.25,534.25,1.2173335359436286,4.561386830709247E-4
1.13271868454432,534.5,534.5,1.2161761531101425,5.148501942642622E-4
1.13271868454432,534.75,534.75,1.2148678031547298,5.135339139632875E-4
1.13271868454432,535,535,1.2137619758381335,4.983531510774901E-4
1.13271868454432,535.25,535.25,1.2125421304596105,5.724231791596453E-4
1.13271868454432,535.4999999999999,535.4999999999999,1.2114146814618012,5.463295896600276E-4
1.13271868454432,535.75,535.75,1.2100427397601965,5.593384380430023E-4
1.13271868454432,536,536,1.2083582239654558,6.581092365535231E-4
1.13271868454432,536.25,536.25,1.2066928509160673,5.512136179818321E-4
1.13271868454432,536.5,536.5,1.2056182612935586,6.573234484480348E-4
1.13271868454432,536.7499999999999,536.7499999999999,1.2038833250914212,5.286333571849987E-4
1.13271868454432,536.9999999999999,536.9999999999999,1.2021593254701632,4.982635798464159E-4
1.13271868454432,537.25,537.25,1.20018378807525,5.520724535580358E-4
1.13271868454432,537.5,537.5,1.1985860881997668,5.047465022797102E-4
1.13271868454432,537.75,537.75,1.1969227027061116,5.672608491548566E-4
1.13271868454432,538,538,1.195134736868483,4.660683261039996E-4
1.13271868454432,538.2499999999999,538.2499999999999,1.193175930077394,5.172637440061552E-4
1.13271868454432,538.5,538.5,1.191110657908405,6.701643038310651E-4
1.13271868454432,538.75,538.75,1.189247077442118,5.312087121721309E-4
1.13271868454432,539,539,1.1872368906661903,5.105516116411193E-4
1.13271868454432,539.25,539.25,1.1850123771343206,4.3715258333815475E-4
1.13271868454432,539.5,539.5,1.1830185055482632,5.922289781846454E-4
1.13271868454432,539.7499999999999,539.7499999999999,1.1807922648785922,4.7069302571537704E-4
1.13271868454432,540,540,1.1784679898035784,4.956339827823899E-4
1.13271868454432,550,550,1.0647387412280334,5.840663475577053E-4
1.13271868454432,560,560,0.9293720524539633,4.728878140707699E-4
1.13271868454432,570,570,0.7879315251309188,4.5321508773578986E-4
1.13271868454432,580,580,0.6529396773858275,4.255425237233897E-4
1.13271868454432,590,590,0.5330850337961995,3.1982194302984754E-4
1.13271868454432,600,600,0.4352272256171284,2.767117398069543E-4
1.13271868454432,610,610,0.35823626382235396,2.4213463459861904E-4
1.13271868454432,619.9999999999999,619.9999999999999,0.2987836490311706,2.2533373997059774E-4
1.13271868454432,629.9999999999999,629.9999999999999,0.25278659470498105,1.982745653519163E-4
1.13271868454432,639.9999999999999,639.9999999999999,0.21631320514078828,1.7537997345087235E-4
1.13271868454432,650,650,0.18745466775107528,1.488382091067053E-4
1.13271868454432,660,660,0.16447480989426339,1.3308632331774105E-4
1.13271868454432,670,670,0.14610850747459933,1.0359113525008982E-4
1.13271868454432,680,680,0.13132395225583515,1.166687382449205E-4
1.13271868454432,690,690,0.11915343619507064,9.737763775062287E-5
1.13271868454432,700,700,0.10889062621062581,8.757364597410709E-5
