"Pol","ang","mu","Best RefIndex","Error"
"s Pol",64.9,5.78,1.3541913800439984,0.40144397881656063
"s Pol",64.9,7.3,1.3503804144232594,0.4510942082175269
"s Pol",72.9,5.78,1.3901501978110593,1.8013242897753915e-6
"s Pol",72.9,7.3,1.4790201620415049,0.9903488012959887
