% Model,AuNP-7-30nm-inc.mph
% Version,COMSOL 6.2.0.339
% Date,"Sep 16 2024, 13:49"
% Table,Table 1 - Global Evaluation 1
% wlength (nm),lambda0 (nm),Q_abs (1),Q_sca (1)
450,450,0.34963920673594834,9.495203596793793E-4
460,460,0.3483587642622069,8.754324823451103E-4
470,470,0.3486366928614156,8.230256321659842E-4
480,480,0.35866762551698783,7.925712445496303E-4
490,490,0.3849361199360728,8.446852785452467E-4
500,500,0.4339748997276227,9.81440728046211E-4
509.99999999999994,509.99999999999994,0.5055699500985585,0.0012591474165398622
519.9999999999999,519.9999999999999,0.5680081534236898,0.0016914564110748944
520.25,520.25,0.568900472264079,0.0016968481027929562
520.5,520.5,0.5697621962310409,0.0016839497081956513
520.75,520.75,0.5706106648477178,0.0017111013321938638
521,521,0.5713813862212763,0.0017225156555648225
521.2499999999999,521.2499999999999,0.5721701679799462,0.001734731059790922
521.4999999999999,521.4999999999999,0.572881711274846,0.0017276036220090127
521.75,521.75,0.5736100994208302,0.0017305215525780574
522,522,0.574361254253191,0.0017346233766086293
522.25,522.25,0.5750498322088083,0.0017686451823123695
522.5,522.5,0.5756978400090679,0.0017768837012487675
522.7499999999999,522.7499999999999,0.5763425873724777,0.001749524850372206
523,523,0.5769250957214388,0.0017811571515071482
523.25,523.25,0.5769819386926854,0.0017741618607638537
523.5,523.5,0.5770232173552022,0.0017994154256446055
523.75,523.75,0.5771125031452858,0.00182060662287587
523.9999999999999,523.9999999999999,0.5770156280623449,0.0018149445643318423
524.2499999999999,524.2499999999999,0.5769306172097095,0.0018129850834534402
524.5,524.5,0.5769303555898335,0.0018159385047517675
524.75,524.75,0.5767499668455658,0.0018439604161800517
525,525,0.5766221715822946,0.0018240598902366165
525.25,525.25,0.5765373092176508,0.0018457241775462184
525.4999999999999,525.4999999999999,0.5764427863962089,0.0018299700234917138
525.75,525.75,0.5760702057121049,0.001870676480491585
526,526,0.5758185081132798,0.0018563085472096995
526.25,526.25,0.5754913516811695,0.0018682267792187808
526.5,526.5,0.5751849150595725,0.0018473183239655004
526.75,526.75,0.5748592681848427,0.0019133668780257672
