% Model,AuNP-7-30nm-inc-Mas-BK7.mph
% Version,COMSOL 6.2.0.339
% Date,"Sep 11 2024, 13:21"
% Table,Table 1 - Global Evaluation 1
% wlength (nm),lambda0 (nm),Q_abs (1),Q_sca (1)
450,450,0.4385765559948699,0.001230249815955911
460,460,0.4361273686109755,0.0011325349607942835
470,470,0.4353997462412047,0.0010462451224746009
480,480,0.4468583301689535,0.0010045930064129598
490,490,0.4789466499527334,0.0010490155399208929
500,500,0.5414905298260685,0.001232562104640563
509.99999999999994,509.99999999999994,0.6390100633758375,0.0016259522865589495
519.9999999999999,519.9999999999999,0.7388186290046909,0.0022392711271477434
520.25,520.25,0.7405862749357391,0.0022094991813573516
520.5,520.5,0.7424029234750428,0.00224323290227494
520.75,520.75,0.7442217953905471,0.0022546732887839347
521,521,0.7460349776253907,0.002257799859359096
521.2499999999999,521.2499999999999,0.7476175772999166,0.002313616647009049
521.4999999999999,521.4999999999999,0.749350753155995,0.002310719518539339
521.75,521.75,0.7510362637365049,0.0023330158481842714
522,522,0.7526387020137154,0.0023285662162524224
522.25,522.25,0.7542757525612617,0.0023393418725187066
522.5,522.5,0.755854300358079,0.0023768886847250342
522.7499999999999,522.7499999999999,0.7574311960163034,0.0023728201216471844
523,523,0.758994838600577,0.0023960237941702666
523.25,523.25,0.7599330193849149,0.002395780543188803
523.5,523.5,0.7606018981478865,0.002400731243729591
523.75,523.75,0.7615317236535276,0.002389380111921447
523.9999999999999,523.9999999999999,0.7620114367952189,0.002425534662176305
524.2499999999999,524.2499999999999,0.7626839262129269,0.0024552013159827545
524.5,524.5,0.7632895816313813,0.0024561014209829304
524.75,524.75,0.7638775500235602,0.0024575842324668627
525,525,0.7644839684947856,0.0024916143934292077
525.25,525.25,0.7649597871539145,0.0025015201904109046
525.4999999999999,525.4999999999999,0.7654862908095624,0.002510576214396992
525.75,525.75,0.7659238438736643,0.0025216854223601716
526,526,0.7663729199663096,0.0025163198942172054
526.25,526.25,0.7666933271146247,0.002540135479977304
526.5,526.5,0.7670172968617095,0.002550623545081853
526.75,526.75,0.7673338811961666,0.0025662763138045897
526.9999999999999,526.9999999999999,0.7676021792981668,0.0025784690363042906
527.25,527.25,0.7677406100386706,0.0025888929421824694
527.5,527.5,0.7679527647606285,0.0025943006053631814
527.75,527.75,0.7680026591778059,0.0026025727208808156
528,528,0.7680891726323472,0.002597039828714664
528.2499999999999,528.2499999999999,0.7675843072722969,0.002606320316045607
528.4999999999999,528.4999999999999,0.7670420331107557,0.002623757487576275
528.75,528.75,0.7664503489858253,0.002591954023280418
529,529,0.7658056397382733,0.0026409385467577673
529.25,529.25,0.7651335339442378,0.002654369218833911
529.5,529.5,0.7643603011210935,0.002641359135010093
529.7499999999999,529.7499999999999,0.7636352465730456,0.0026584144569418667
530,530,0.7628915012448731,0.0026836253360338377
530.25,530.25,0.7620023164310237,0.0026827553891641555
530.5,530.5,0.7610788520280652,0.002657264425409153
530.75,530.75,0.7603668929474682,0.002660878575364009
531,531,0.7591783718515741,0.0026699844373999342
531.2499999999999,531.2499999999999,0.7581553430498436,0.0026585200796927924
531.5,531.5,0.7571088909975252,0.002671457766794741
531.75,531.75,0.7560649153592349,0.0027043732838854416
532,532,0.7548726646142424,0.002684967782663426
532.25,532.25,0.7537268179871576,0.0027048234785226576
532.4999999999999,532.4999999999999,0.7525056753105286,0.002693819534886994
532.7499999999999,532.7499999999999,0.7511701514046798,0.0027084944204630226
533,533,0.7498895715160698,0.0027129244825234693
533.25,533.25,0.7481992184406122,0.002709077565150465
533.5,533.5,0.746501063306328,0.002720408145361221
533.75,533.75,0.7447325984419536,0.0027460999953673798
