% Model,Supported-Internal-p100.mph
% Version,COMSOL 5.6.0.401
% Date,"Aug 30 2023, 13:50"
% Table,Table 1 - Global Evaluation 1
% wlength (nm),lambda0 (nm),Q_abs (1),Q_sca (1)
531.2499999999999,531.2499999999999,0.2940369139256317,8.680243113882318E-5
531.5,531.5,0.2936852345261502,7.008276511811674E-5
531.75,531.75,0.2932260402515593,6.730673168209284E-5
532,532,0.2928019745213842,7.133088367707766E-5
532.25,532.25,0.2922176374106609,5.977022523182574E-5
532.4999999999999,532.4999999999999,0.29179020306674036,8.393672494434757E-5
532.7499999999999,532.7499999999999,0.29121300551721413,7.703222527561289E-5
533,533,0.2906794884659546,8.485221760313468E-5
533.25,533.25,0.290163733820616,8.684282643147935E-5
533.5,533.5,0.28965063385502765,8.013436685641816E-5
533.75,533.75,0.2891396919636519,6.696532566555279E-5
533.9999999999999,533.9999999999999,0.288517760544246,8.082257205433617E-5
534.25,534.25,0.2879155077288118,9.111318735982757E-5
534.5,534.5,0.28738623834354965,9.04531799906821E-5
534.75,534.75,0.2868119565223217,4.07857995263636E-5
535,535,0.2861690458023773,8.611146616152456E-5
535.25,535.25,0.2855782345708804,8.757742636859415E-5
535.4999999999999,535.4999999999999,0.2848920277946964,8.203047452474956E-5
535.75,535.75,0.28427211781632966,7.839915381029913E-5
536,536,0.2837793933949562,5.5926364321325684E-5
536.25,536.25,0.28295662735688043,6.096734479373013E-5
536.5,536.5,0.2823142792428077,4.125269364025079E-5
536.7499999999999,536.7499999999999,0.2815870495149652,9.987798862184789E-5
536.9999999999999,536.9999999999999,0.2810530831665205,1.0791953345831171E-4
537.25,537.25,0.2803563833353605,5.788200467610355E-5
537.5,537.5,0.27964671717606776,6.58841695489951E-5
537.75,537.75,0.278907350285389,1.33638334185109E-4
538,538,0.2780724473334334,8.787783008707407E-5
538.2499999999999,538.2499999999999,0.27785257645789474,4.701400953022766E-5
538.5,538.5,0.2767594201589932,7.13081072197632E-5
538.75,538.75,0.27570662666051715,1.3656268854826117E-4
539,539,0.27511100422731005,9.478695242150243E-5
539.25,539.25,0.27438662041913114,7.583181718517577E-5
539.5,539.5,0.27357011278591087,7.574746219774097E-5
539.7499999999999,539.7499999999999,0.2727141524780354,1.2005569792870134E-4
540,540,0.27198000523300475,9.55808623434223E-5
550,550,0.23758704473098302,8.487892673916057E-5
560,560,0.20233071310095693,5.717555387579624E-5
570,570,0.16914173036575475,4.3148216830391554E-5
580,580,0.1393023588343423,1.742958734831367E-5
590,590,0.1138664119526754,6.896540443568446E-5
600,600,0.09344873043808077,3.6217519588157414E-5
610,610,0.07765623642292545,2.059226463754238E-5
619.9999999999999,619.9999999999999,0.06513589592635947,4.172537829133884E-5
629.9999999999999,629.9999999999999,0.05546929168065586,3.4350158701645414E-5
639.9999999999999,639.9999999999999,0.04781202589770115,3.345545716402521E-5
650,650,0.04168982819473015,3.065125438295836E-5
660,660,0.03679207334682082,3.954919472083295E-5
670,670,0.03287470558978648,1.970764549323389E-5
680,680,0.029708241771949112,1.820793110905597E-5
690,690,0.027087584003613687,2.0485424013252736E-5
700,700,0.02487340200454812,1.822853352841726E-5
