Equivalent radius	Count
nm	Exp
1.88E-10	1
5.65E-10	5
9.42E-10	3
1.32E-09	7
1.69E-09	6
2.07E-09	9
2.45E-09	17
2.82E-09	19
3.20E-09	26
3.58E-09	34
3.95E-09	37
4.33E-09	49
4.71E-09	49
5.08E-09	61
5.46E-09	64
5.84E-09	61
6.21E-09	76
6.59E-09	51
6.97E-09	46
7.34E-09	48
7.72E-09	37
8.10E-09	41
8.47E-09	25
8.85E-09	13
9.23E-09	7
9.60E-09	9
9.98E-09	2
1.04E-08	2
1.07E-08	1
1.11E-08	1
1.15E-08	0
1.19E-08	0
1.22E-08	1
