Equivalent radius	Count
nm	Exp
5.96E-10	8
1.79E-09	16
2.98E-09	23
4.17E-09	30
5.36E-09	37
6.55E-09	34
7.75E-09	38
8.94E-09	38
1.01E-08	36
1.13E-08	31
1.25E-08	40
1.37E-08	30
1.49E-08	34
1.61E-08	27
1.73E-08	30
1.85E-08	35
1.97E-08	21
2.09E-08	22
2.20E-08	36
2.32E-08	20
2.44E-08	16
2.56E-08	16
2.68E-08	11
2.80E-08	15
2.92E-08	5
3.04E-08	5
3.16E-08	4
3.28E-08	5
3.40E-08	3
3.52E-08	1
3.63E-08	1
