Equivalent radius	Count
nm	Exp
2.65E-09	0
7.94E-09	7
1.32E-08	32
1.85E-08	13
2.38E-08	33
2.91E-08	29
3.44E-08	21
3.97E-08	18
4.50E-08	28
5.03E-08	34
5.56E-08	34
6.09E-08	43
6.62E-08	44
7.15E-08	41
7.68E-08	39
8.21E-08	56
8.74E-08	60
9.27E-08	86
9.80E-08	81
1.03E-07	79
1.09E-07	79
1.14E-07	71
1.19E-07	49
1.24E-07	51
1.30E-07	53
1.35E-07	44
1.40E-07	41
1.46E-07	33
1.51E-07	20
1.56E-07	18
1.62E-07	7
1.67E-07	11
1.72E-07	7
1.77E-07	4
1.83E-07	4
1.88E-07	3
1.93E-07	0
1.99E-07	1
