Equivalent radius	Count
nm	Exp
3.14E-10	2
9.41E-10	11
1.57E-09	12
2.20E-09	15
2.82E-09	20
3.45E-09	27
4.08E-09	39
4.70E-09	62
5.33E-09	52
5.96E-09	76
6.59E-09	78
7.21E-09	118
7.84E-09	77
8.47E-09	79
9.10E-09	64
9.72E-09	45
1.03E-08	37
1.10E-08	28
1.16E-08	14
1.22E-08	7
1.29E-08	5
1.35E-08	3
1.41E-08	2
1.47E-08	3
1.54E-08	3
1.60E-08	0
1.66E-08	0
1.72E-08	0
1.79E-08	0
1.85E-08	0
1.91E-08	0
1.98E-08	0
2.04E-08	1
