Equivalent radius	Count
nm	Exp
6.33E-10	0
1.90E-09	4
3.17E-09	9
4.43E-09	17
5.70E-09	12
6.97E-09	23
8.23E-09	32
9.50E-09	45
1.08E-08	41
1.20E-08	37
1.33E-08	45
1.46E-08	44
1.58E-08	47
1.71E-08	45
1.84E-08	43
1.96E-08	56
2.09E-08	70
2.22E-08	56
2.34E-08	54
2.47E-08	66
2.60E-08	68
2.72E-08	53
2.85E-08	67
2.98E-08	46
3.10E-08	49
3.23E-08	37
3.36E-08	31
3.48E-08	26
3.61E-08	30
3.74E-08	22
3.86E-08	23
3.99E-08	6
4.12E-08	9
4.24E-08	6
4.37E-08	5
4.50E-08	3
4.62E-08	6
