% Model,Supported-Internal-p100.mph
% Version,COMSOL 5.6.0.401
% Date,"Aug 30 2023, 14:19"
% Table,Table 1 - Global Evaluation 1
% theta_i (rad),wlength (nm),lambda0 (nm),Q_abs (1),Q_sca (1)
1.13271868454432,450,450,0.5877684229282356,1.8114430475266313E-4
1.13271868454432,460,460,0.5823311275799897,1.3036428010525456E-4
1.13271868454432,470,470,0.5790653246442814,1.6505922180267443E-4
1.13271868454432,480,480,0.590332479954594,1.2925020444844236E-4
1.13271868454432,490,490,0.6248628977409895,1.465756432746627E-4
1.13271868454432,500,500,0.6898586512206464,1.3462443451735414E-4
1.13271868454432,509.99999999999994,509.99999999999994,0.7823957325840998,1.8803339060272393E-4
1.13271868454432,519.9999999999999,519.9999999999999,0.8622193603886158,2.0701052009711423E-4
1.13271868454432,520.25,520.25,0.8635897981080387,1.7723537767836296E-4
1.13271868454432,520.5,520.5,0.8645751804826365,2.2705439211371256E-4
1.13271868454432,520.75,520.75,0.8663146883932066,2.1217316414272883E-4
1.13271868454432,521,521,0.8671355047978113,2.4930822367828976E-4
1.13271868454432,521.2499999999999,521.2499999999999,0.8678728850147345,2.273758568894058E-4
1.13271868454432,521.4999999999999,521.4999999999999,0.8687576940759432,1.9746500493101745E-4
1.13271868454432,521.75,521.75,0.8694759266729787,2.858293909624037E-4
1.13271868454432,522,522,0.8704720842107129,1.9179123506628373E-4
1.13271868454432,522.25,522.25,0.8713175732872948,2.2497889711612507E-4
1.13271868454432,522.5,522.5,0.8718988241865949,1.8278202890516275E-4
1.13271868454432,522.7499999999999,522.7499999999999,0.8728768277633386,2.2152887652835462E-4
1.13271868454432,523,523,0.8734634005573161,2.2143018238791052E-4
1.13271868454432,523.25,523.25,0.873899980297864,2.12086336228169E-4
1.13271868454432,523.5,523.5,0.8743834444705549,2.8087143060644034E-4
1.13271868454432,523.75,523.75,0.8749634497443187,2.651925416377973E-4
1.13271868454432,523.9999999999999,523.9999999999999,0.8750227197960652,2.7283344586142416E-4
1.13271868454432,524.2499999999999,524.2499999999999,0.875630378021831,2.188367258024825E-4
1.13271868454432,524.5,524.5,0.8757040512248218,3.32441807195368E-4
1.13271868454432,524.75,524.75,0.8758382465613874,2.437251560718856E-4
1.13271868454432,525,525,0.8761300587408324,2.3418111317695492E-4
1.13271868454432,525.25,525.25,0.8760518050045717,2.5893962717728913E-4
1.13271868454432,525.4999999999999,525.4999999999999,0.8761819580246086,2.0652456483779148E-4
1.13271868454432,525.75,525.75,0.8757117508142805,3.646322804866242E-4
1.13271868454432,526,526,0.8760800117549203,1.9653847817340282E-4
1.13271868454432,526.25,526.25,0.8758687015768845,2.4822302927643625E-4
1.13271868454432,526.5,526.5,0.8758461469342164,2.6258110493202077E-4
1.13271868454432,526.75,526.75,0.8751405198684229,4.227267721155951E-4
1.13271868454432,526.9999999999999,526.9999999999999,0.8750989199868576,2.3942463048972083E-4
1.13271868454432,527.25,527.25,0.8746605006999885,2.160556707566341E-4
1.13271868454432,527.5,527.5,0.8751690033103859,1.7258545292535526E-4
1.13271868454432,527.75,527.75,0.8736527570976591,2.5025131528124637E-4
1.13271868454432,528,528,0.873245604565981,1.845029729283295E-4
1.13271868454432,528.2499999999999,528.2499999999999,0.8726234688589884,2.7261252203074316E-4
1.13271868454432,528.4999999999999,528.4999999999999,0.8719670614756273,2.878936427313396E-4
