% Model,Supported-Internal-p075.mph
% Version,COMSOL 5.6.0.401
% Date,"Aug 30 2023, 14:16"
% Table,Table 1 - Global Evaluation 1
% theta_i (rad),wlength (nm),lambda0 (nm),Q_abs (1),Q_sca (1)
1.13271868454432,450,450,0.6091609237879837,2.1380388626834044E-4
1.13271868454432,460,460,0.6030838610125909,1.9579205803544678E-4
1.13271868454432,470,470,0.5993145632533745,1.7801255360538648E-4
1.13271868454432,480,480,0.6105295720722854,1.7335639936617872E-4
1.13271868454432,490,490,0.6458607832315068,1.7572805315793812E-4
1.13271868454432,500,500,0.713205195976955,1.8487774199338274E-4
1.13271868454432,509.99999999999994,509.99999999999994,0.8107298975851035,2.4402181188906544E-4
1.13271868454432,519.9999999999999,519.9999999999999,0.8983886439210763,2.9617617804180693E-4
1.13271868454432,520.25,520.25,0.9000302198209341,3.0563902286774445E-4
1.13271868454432,520.5,520.5,0.9013423656944937,3.14952185249462E-4
1.13271868454432,520.75,520.75,0.9026834279029504,3.232335834359522E-4
1.13271868454432,521,521,0.9039673838631369,3.0998810007427024E-4
1.13271868454432,521.2499999999999,521.2499999999999,0.9052885406151963,3.0576228806463714E-4
1.13271868454432,521.4999999999999,521.4999999999999,0.9062056061182453,3.22735100401669E-4
1.13271868454432,521.75,521.75,0.9075315034210677,3.167015878613038E-4
1.13271868454432,522,522,0.9084698485248577,3.3754167266268614E-4
1.13271868454432,522.25,522.25,0.9095985606682769,3.1874839067330793E-4
1.13271868454432,522.5,522.5,0.9104607667652574,3.34851916281203E-4
1.13271868454432,522.7499999999999,522.7499999999999,0.9113833802914378,3.286076065725596E-4
1.13271868454432,523,523,0.9122892193722176,3.3950497269484586E-4
1.13271868454432,523.25,523.25,0.9132024498256581,3.2606942692934616E-4
1.13271868454432,523.5,523.5,0.9135575966928491,3.167477794768247E-4
1.13271868454432,523.75,523.75,0.9144123878436665,3.4026767898012603E-4
1.13271868454432,523.9999999999999,523.9999999999999,0.9148536611852338,3.259202678222223E-4
1.13271868454432,524.2499999999999,524.2499999999999,0.9153602805641713,3.343495479525678E-4
1.13271868454432,524.5,524.5,0.9158822562292515,3.2691179947450053E-4
1.13271868454432,524.75,524.75,0.9161999192584511,3.3299960269657613E-4
1.13271868454432,525,525,0.9166117445021522,3.4201475132225785E-4
1.13271868454432,525.25,525.25,0.9167759044574977,3.132055838787382E-4
1.13271868454432,525.4999999999999,525.4999999999999,0.9168144602624747,3.444337529660093E-4
1.13271868454432,525.75,525.75,0.9169226237910779,3.510561451520759E-4
1.13271868454432,526,526,0.9173218702935045,3.707530640693716E-4
1.13271868454432,526.25,526.25,0.9170801080659751,3.337551550348398E-4
1.13271868454432,526.5,526.5,0.9171993642484584,3.440680445079675E-4
1.13271868454432,526.75,526.75,0.9170448816450312,3.592646547170498E-4
1.13271868454432,526.9999999999999,526.9999999999999,0.9171093687916145,3.5037275920711926E-4
1.13271868454432,527.25,527.25,0.91694987343069,3.4324323462778174E-4
1.13271868454432,527.5,527.5,0.9165491412256828,3.577788036961027E-4
1.13271868454432,527.75,527.75,0.9162888951163807,3.4707255243847943E-4
1.13271868454432,528,528,0.9159954161016635,3.443223041396056E-4
1.13271868454432,528.2499999999999,528.2499999999999,0.9153982570728321,3.36699072521178E-4
1.13271868454432,528.4999999999999,528.4999999999999,0.9145882383411124,3.7395940021430326E-4
1.13271868454432,528.75,528.75,0.9144055627884634,3.6595127431584613E-4
1.13271868454432,529,529,0.9136321676875415,3.319234928914823E-4
1.13271868454432,529.25,529.25,0.9131775084562346,3.384377283747931E-4
1.13271868454432,529.5,529.5,0.9121667039848367,3.455238095420778E-4
1.13271868454432,529.7499999999999,529.7499999999999,0.9115763470530207,3.7346954553158445E-4
1.13271868454432,530,530,0.9107459736575041,3.5712361470586725E-4
1.13271868454432,530.25,530.25,0.9099167815193648,3.5367456239956144E-4
1.13271868454432,530.5,530.5,0.9089654629683054,3.4527433397451386E-4
1.13271868454432,530.75,530.75,0.9082284218445279,3.5409056018659193E-4
1.13271868454432,531,531,0.9068573225940384,3.610473245992751E-4
1.13271868454432,531.2499999999999,531.2499999999999,0.9057528408028518,3.749158707600267E-4
1.13271868454432,531.5,531.5,0.9048241178458072,3.6004829374449495E-4
1.13271868454432,531.75,531.75,0.9034771418134012,3.669020761010832E-4
1.13271868454432,532,532,0.9022587402892216,3.3840045410407713E-4
1.13271868454432,532.25,532.25,0.9012582449799974,3.506230166223971E-4
1.13271868454432,532.4999999999999,532.4999999999999,0.8997805037034903,3.5137970888119547E-4
1.13271868454432,532.7499999999999,532.7499999999999,0.898322734605389,3.5692009214291433E-4
1.13271868454432,533,533,0.8970813251037726,3.7020172916207443E-4
1.13271868454432,533.25,533.25,0.8954772070917674,3.683687822464352E-4
1.13271868454432,533.5,533.5,0.8941741646576533,3.497639883465617E-4
1.13271868454432,533.75,533.75,0.8925480746069485,3.769918468503599E-4
1.13271868454432,533.9999999999999,533.9999999999999,0.8909695471196798,3.4402277996683773E-4
1.13271868454432,534.25,534.25,0.8894503863161314,3.624338273374668E-4
1.13271868454432,534.5,534.5,0.8877579898417653,3.8068864994423923E-4
1.13271868454432,534.75,534.75,0.8867590726237579,3.777816344133065E-4
1.13271868454432,535,535,0.8842694009290636,3.517379913845238E-4
1.13271868454432,535.25,535.25,0.8827447746258414,3.712532047804772E-4
1.13271868454432,535.4999999999999,535.4999999999999,0.8807230040216308,3.4910464111899127E-4
1.13271868454432,535.75,535.75,0.8790138938446059,3.7862478054527586E-4
1.13271868454432,536,536,0.8770264090047897,3.673402487123988E-4
1.13271868454432,536.25,536.25,0.8753190541786275,3.969002415109965E-4
1.13271868454432,536.5,536.5,0.8733896251146934,3.8986544200615133E-4
1.13271868454432,536.7499999999999,536.7499999999999,0.871458272473106,3.665051664914555E-4
1.13271868454432,536.9999999999999,536.9999999999999,0.8695160017599359,3.550212398459763E-4
1.13271868454432,537.25,537.25,0.8673338233630216,3.8882980071763937E-4
1.13271868454432,537.5,537.5,0.8650188729420132,3.696909965978901E-4
1.13271868454432,537.75,537.75,0.8633033424765302,3.472161850390577E-4
1.13271868454432,538,538,0.8610306030771977,3.766550496698073E-4
1.13271868454432,538.2499999999999,538.2499999999999,0.85906896798038,3.759595221539774E-4
1.13271868454432,538.5,538.5,0.8568974054477367,3.7151969525188385E-4
1.13271868454432,538.75,538.75,0.8547556051532482,3.49927571539873E-4
1.13271868454432,539,539,0.8529659410494762,3.8395323913871873E-4
1.13271868454432,539.25,539.25,0.8503616686510195,3.7571568276419456E-4
1.13271868454432,539.5,539.5,0.8478721915776876,3.8341314580321475E-4
